,Sample,cell_id,replicate,treatment,time_point,Treatment Start Date,sub_experiment,Filename,cell_line,ACTA2,ADAMTS1,ATP6AP1,B2M,BGN,BHLHE40,CAV1,CDKN2A,CDKN2B,COL1A1,COL1A2,COL4A1,COL5A1,CTGF,DCN,EGR2,ELN,ENG,ETS1,FBLN1,FBN1,FGF2,FN1,FOSB,GADD45B,GUSB,HAS2,ID1,IL1A,IL1B,IL6,ITGA1,ITGA2,JUN,JUNB,LARP6,LOXL1,LOXL2,LTBP2,MMP1,MMP13,MMP14,MMP2,NOX4,PDGFA,PMEPA1,PPIA,PPP3CA,PSMD14,PTEN,RARA,RARG,RHOB,SERPINE1,SERPINE2,SKI,SKIL,SMAD3,SMAD7,SPARC,TGFB1,TGFBR1,TGFBR2,THBS1,THBS2,TIMP1,TIMP3,TP53BP1,VCAN,VEGFA,VIM
Ct,TGFb_2_B_1,B,1,TGFb,2.0,20-06-2017,2,GSS2375_WellData_p2.txt,HDFn,25.27218,24.92166,25.13391,20.21083,23.94755,24.78964,21.49676,27.12834,28.84179,20.30992,20.70756,25.91916,26.81895,22.59122,20.83324,29.24452,28.20847,24.97234,26.70941,20.55002,22.96224,26.9633,18.06636,31.29531,23.65063,26.94365,28.19852,23.79974,,,29.9868,28.17126,26.66065,24.59273,23.42152,25.48008,23.56713,26.02284,24.0514,24.4522,29.78867,23.22774,21.62904,30.03327,28.16263,26.904,22.30975,25.20029,26.14966,25.12607,27.10699,25.74366,23.65479,21.58741,22.92634,24.68143,25.25614,25.22073,24.92671,22.09952,24.89564,27.32952,24.11483,21.26093,23.14426,20.22039,25.19,25.44292,23.87123,26.93019,18.13413
Ct,TGFb_2_B_2,B,2,TGFb,2.0,20-06-2017,2,GSS2375_WellData_p5.txt,HDFn,24.67237,24.737,24.5026,20.18609,23.4534,24.45787,20.95004,26.67416,29.61825,20.26258,19.91576,25.42019,27.35159,22.08849,20.33513,28.18794,27.42386,24.47033,26.09691,20.24216,22.49052,25.60814,17.66854,30.00336,23.79142,25.94061,27.589,23.33558,,,27.57502,28.4856,26.18497,23.84791,22.95885,24.98747,23.19919,25.88001,23.78731,23.73154,30.11031,21.72937,20.96112,28.44904,27.60739,25.69272,21.89434,24.68717,26.47368,24.48504,26.38985,24.90254,23.51867,21.14761,22.77485,23.682,24.70438,24.25247,25.12749,21.29811,24.4689,26.39959,23.74822,20.60399,22.93458,19.2694,24.47774,24.54851,23.07464,26.93736,17.35224
Ct,TGFb_2_B_3,B,3,TGFb,2.0,20-06-2017,2,GSS2375_WellData_p8.txt,HDFn,24.70653,25.08089,24.53035,20.34124,23.43315,25.07762,21.19713,26.37163,29.8904,20.39088,20.28062,25.89774,27.02672,22.75078,19.80446,28.15347,27.78484,24.33267,25.92416,20.27349,22.52501,26.03928,17.82963,29.98689,23.93246,26.20096,28.23326,23.47017,,,28.46075,27.55019,26.13419,24.21312,23.22397,25.22573,23.51218,25.93782,24.22354,23.99686,28.50167,22.19702,21.19472,28.86221,28.14467,26.14214,22.20074,24.60285,26.13163,24.56861,26.73637,25.26571,23.31862,21.1263,22.97978,23.77719,24.83537,24.90444,24.87196,21.44693,24.56094,26.95848,23.85849,21.08348,23.21821,19.76952,24.56361,24.51064,23.22577,26.38411,17.529
Ct,TGFb_2_B_4,B,4,TGFb,2.0,20-06-2017,2,GSS2375_WellData_p11.txt,HDFn,25.72888,26.25448,24.9783,20.38167,23.45414,24.68965,21.62303,27.01958,31.16059,20.49947,20.7548,26.33771,27.67866,23.17019,21.09389,27.80131,28.23134,25.22752,26.69755,21.0072,23.29592,25.99671,18.56804,30.46088,24.30296,27.28836,28.08271,24.44356,,,30.05268,29.63697,27.13956,24.8214,23.48091,25.99682,23.88402,27.01314,24.59609,24.53253,30.99318,22.96136,21.82695,28.05046,28.77291,26.78092,22.8821,25.45121,26.88301,25.24048,27.42074,25.86366,24.16575,21.54786,23.72967,24.83849,25.26817,25.14121,25.68007,22.06942,24.96228,26.86584,25.10485,21.46776,23.86189,20.26898,25.28036,25.35177,23.40624,27.96015,18.18435
Ct,TGFb_2_B_5,B,5,TGFb,2.0,20-06-2017,2,GSS2375_WellData_p14.txt,HDFn,24.77996,25.82518,24.85333,20.10439,23.3085,24.70187,21.06717,28.09516,31.24734,20.26849,20.53594,26.25735,28.9908,21.83167,20.12394,27.88596,28.60497,24.74779,26.22721,20.56216,22.72248,26.02762,18.27584,30.3359,24.10573,26.81414,28.19311,24.24084,,,28.53744,28.05803,26.3325,24.10479,23.24314,25.66829,23.38731,26.5792,24.40473,23.87387,31.63172,22.65936,21.01075,29.21275,28.8565,26.48113,22.28947,25.42396,26.80045,25.28097,26.67276,25.36598,23.49459,21.00117,22.57726,23.9,24.39417,24.87083,24.85382,21.72061,24.5252,26.42251,24.42369,20.92868,22.97972,19.84167,26.01114,24.70698,23.1354,26.5307,17.63657
Ct,TGFb_2_B_6,B,6,TGFb,2.0,20-06-2017,2,GSS2375_WellData_p17.txt,HDFn,24.72542,24.49073,24.68469,20.41662,23.29927,24.89688,21.14491,26.87368,30.18905,20.25883,20.42115,25.97764,27.36214,22.21715,19.89889,29.25137,27.94992,24.78652,26.40741,20.55563,22.68913,26.11271,18.19851,30.74128,24.29944,26.45509,27.66989,23.97795,,,,27.64402,26.95558,24.34598,23.16553,25.06085,23.37706,26.60446,24.12679,24.00221,29.62147,22.46865,20.69227,28.10531,28.23337,26.41884,22.25553,24.93211,26.45042,24.78861,26.90503,25.47921,23.58393,21.27808,22.52479,24.32454,24.62552,24.94864,24.9214,21.44212,24.63682,26.28492,24.16303,21.03722,22.88333,19.91953,25.00237,25.09464,23.12742,27.07339,17.64843
Ct,TGFb_2_C_1,C,1,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p3.txt,HDFn,25.05784,25.6231,24.24056,20.36928,23.25353,24.34822,21.01652,26.76273,30.50613,20.01257,19.99907,26.0017,26.65364,21.75817,20.89032,29.84782,26.99236,24.56621,25.76017,20.23314,22.95022,25.71616,17.68156,33.06584,23.05098,26.85667,26.77413,22.97326,,,28.86058,27.49693,26.43492,24.41768,22.49879,25.0852,22.81842,26.09622,24.3725,25.67853,29.03818,22.78795,20.899,28.41063,28.2545,26.17317,22.40901,25.26935,26.85799,24.57885,26.51443,25.25979,22.78955,20.81485,22.51166,23.72124,24.73056,24.2057,24.19605,21.31932,24.22,25.3564,23.56438,21.37522,22.89421,19.6668,23.83418,24.80063,23.76292,26.36173,17.45575
Ct,TGFb_2_C_2,C,2,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p4.txt,HDFn,25.08504,25.53867,24.23715,20.39375,23.37181,24.5923,21.12936,26.56746,29.34795,20.41784,20.13014,25.89387,26.49704,22.24563,21.01344,28.15791,27.09892,24.5554,26.00851,20.46985,23.11317,26.15792,17.78318,30.76406,22.97862,26.88811,27.55619,23.14463,,,27.44195,28.37136,26.94294,24.76185,22.73056,25.18199,23.12218,26.18266,23.94063,26.06696,30.09241,23.10766,21.37637,28.22174,28.3741,27.00072,22.39508,25.39476,26.61584,25.24483,26.19815,25.86914,23.27508,20.72644,22.65452,23.876,24.6182,24.74725,24.35415,21.6335,24.36677,25.75485,24.01136,21.46745,23.31249,20.19179,23.60579,24.83711,23.92047,26.0188,17.80492
Ct,TGFb_2_C_3,C,3,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p9.txt,HDFn,25.10237,25.61095,25.01544,20.47651,23.59076,24.63095,21.34536,26.94109,29.96775,20.17925,20.10772,26.44792,25.73744,22.25832,21.15721,28.05307,26.62336,24.81462,25.44537,20.53059,22.96437,26.16233,17.91179,29.06726,22.84433,26.69545,28.24856,23.18246,,,28.45695,29.40374,26.72753,24.5943,22.69393,25.18088,22.96548,26.26265,24.25107,26.78022,29.23461,23.03222,21.35874,29.28123,27.60474,26.78058,22.65556,25.42542,26.39146,25.23144,26.12629,25.525,22.97946,20.98416,22.71031,23.96586,25.62473,24.50099,24.45885,21.68084,24.19714,26.08574,23.69732,21.58025,23.0715,20.28608,23.97392,25.46272,24.17503,26.1962,17.83
Ct,TGFb_2_C_4,C,4,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p10.txt,HDFn,25.35881,26.36512,25.36844,20.67142,24.11377,24.69313,21.94508,27.1735,29.07996,20.32481,20.03433,25.84084,25.76579,22.81569,21.42291,29.12603,27.48996,25.04028,26.1545,20.49367,23.44596,26.17466,17.93832,27.25065,23.10595,26.73608,28.3864,23.05739,,,29.19612,28.53066,27.00457,25.18206,22.86598,25.39762,23.17716,25.87728,24.36826,26.13555,28.84705,23.01534,21.81908,28.78163,27.84186,26.79402,22.66995,25.20621,26.90191,25.55914,26.14521,25.83125,23.27188,21.11889,22.87509,24.30414,25.33448,24.77296,24.75835,21.99191,24.67444,26.57421,24.28118,21.79501,23.11958,20.52794,24.64503,25.55373,24.2715,26.56983,18.07776
Ct,TGFb_2_C_5,C,5,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p15.txt,HDFn,24.7704,25.78419,24.6009,20.15732,23.22274,24.59864,20.9155,27.1308,30.41631,20.31964,20.00692,26.3723,27.43,21.52748,20.15978,28.20904,26.98113,24.54393,26.02178,20.292,22.86612,25.70793,17.88541,,23.33184,27.03942,27.38255,23.6547,,,28.29036,27.6688,26.47045,24.88584,22.74533,25.32441,23.05488,26.61363,24.58421,25.66609,27.70206,22.51809,21.10692,27.16202,28.58602,26.26303,22.74598,24.63834,26.76011,24.57638,26.58908,25.67528,22.86135,20.71117,22.32697,23.98581,24.4547,24.60909,24.56223,21.45055,24.27422,26.19828,23.62891,21.21962,23.10791,20.00833,23.73312,24.65051,23.38805,26.00052,17.52396
Ct,TGFb_2_C_6,C,6,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p16.txt,HDFn,24.81212,25.33393,24.70539,19.96527,23.23829,24.36533,20.9955,26.40151,30.58401,20.0554,20.00383,26.04864,27.02581,21.77988,20.04937,28.64374,27.2227,24.1572,25.64242,20.21331,22.51518,25.48359,17.73948,33.24845,23.20951,25.85625,26.86818,23.25336,,,28.8808,27.90044,26.12448,24.52667,22.51639,25.10107,22.7937,25.70976,24.24829,25.59801,29.43432,22.42333,21.16425,28.38297,28.07864,26.44921,22.29504,24.68978,27.33558,24.70031,26.67518,25.04392,22.9782,20.88947,22.4406,23.44312,24.26879,24.29306,24.41138,21.35339,24.36963,25.73746,23.5387,21.04558,22.77127,20.24154,23.447,24.88454,23.42751,25.88522,17.13533
Ct,TGFb_2_D_1,D,1,TGFb,2.0,04-07-2017,1,GSS2375_WellData_p1.txt,SEN,24.28489,24.6425,24.37556,20.34326,23.98756,25.45056,21.23082,27.34599,28.72762,21.06055,20.48052,25.04125,26.71465,24.01652,21.52697,29.82778,33.41734,24.64916,26.72458,19.89299,23.22551,25.86086,18.59194,33.28992,23.64676,27.00273,30.09516,23.74418,,,28.72335,27.74995,25.12281,24.59227,23.56786,25.59579,24.127,25.79897,22.55224,22.77708,30.19597,22.3353,21.33879,28.68746,28.57145,27.80211,22.76146,25.61572,26.07634,26.00588,26.63404,26.42337,23.62571,21.39561,21.9362,24.90023,25.86955,24.56024,25.26898,21.60625,24.5182,25.69125,23.64655,20.79423,23.55937,19.29804,22.02112,25.44505,24.92337,25.62864,18.35857
Ct,TGFb_2_D_2,D,2,TGFb,2.0,04-07-2017,1,GSS2375_WellData_p6.txt,SEN,24.74856,24.66533,23.80036,20.23258,24.05465,25.96198,20.95037,26.63113,30.68533,21.32863,20.39988,25.32467,28.21292,23.84314,21.3299,30.03717,,24.58118,26.46643,19.7192,22.98509,25.81782,18.38165,,24.20507,27.23971,30.92922,23.86924,,,30.86364,27.45748,24.88772,24.39835,23.31573,25.25222,23.79299,25.69662,22.39209,22.25368,31.77734,21.7207,20.758,29.55147,28.03967,26.96514,22.49065,25.1207,26.1589,25.57167,27.2459,25.9729,23.24445,21.33827,21.91167,24.57562,25.92018,24.2282,24.97627,20.99372,24.43509,25.68729,23.65622,20.63998,23.57056,18.77415,21.70335,24.8901,24.66236,26.00337,17.94122
Ct,TGFb_2_D_3,D,3,TGFb,2.0,04-07-2017,1,GSS2375_WellData_p7.txt,SEN,24.71103,25.62669,24.20144,20.18433,24.09099,25.95282,21.51679,27.11826,31.02145,21.7489,20.67016,25.18052,29.18031,23.63621,20.45955,31.5988,33.37619,24.57132,26.44918,19.97952,22.9752,25.89092,18.87208,,24.28232,27.57353,29.68664,24.59816,,,27.91193,27.75457,25.13335,24.47495,23.81152,25.84808,24.17244,26.10139,22.8117,22.23357,29.89828,21.5545,21.07061,30.11789,28.40525,27.03659,22.6137,25.10857,25.8655,25.61149,27.30761,26.14998,23.19858,21.36186,21.90956,24.35482,26.35216,24.15465,25.4979,20.88687,25.15478,26.23115,23.53487,20.74548,23.4979,18.98588,22.14303,25.16378,24.73041,25.98396,18.15547
Ct,TGFb_2_D_4,D,4,TGFb,2.0,04-07-2017,1,GSS2375_WellData_p12.txt,SEN,24.62422,25.07302,24.29272,20.41109,24.18327,26.00412,21.27788,27.37714,29.92944,21.61424,20.60685,25.67293,27.71528,24.12888,21.11876,30.46894,31.31055,24.79912,26.83492,20.07947,23.44009,26.2073,18.90964,36.53183,24.40592,26.96268,31.404,24.30995,,,28.72739,28.04573,25.45483,24.8127,24.1701,26.21979,24.36067,25.93964,22.88973,22.44422,29.91596,21.81663,21.01323,29.46541,28.78093,27.53063,22.63371,25.11513,26.26584,25.34293,27.06791,25.88292,23.7678,21.36792,22.46768,24.93815,26.28555,24.08919,25.61056,21.17641,24.66047,26.71808,23.75177,20.61338,23.79725,19.18785,21.85327,25.54481,24.6322,26.09194,18.31704
Ct,TGFb_2_D_5,D,5,TGFb,2.0,04-07-2017,1,GSS2375_WellData_p13.txt,SEN,24.79861,25.18966,24.04711,20.13886,24.16308,25.97761,21.44828,27.50249,30.27164,21.38593,20.79175,25.66926,28.27142,23.41656,21.67273,29.99368,32.54855,24.48257,26.48512,19.69972,23.50353,26.69551,18.72869,,23.80819,27.00999,30.76561,24.72191,,,28.12238,27.82906,25.06164,24.45187,24.07842,25.5642,24.09161,26.24685,22.67409,21.95209,,21.6486,20.956,28.76742,29.19715,27.334,22.67357,24.95848,26.1372,25.87352,27.51412,26.33447,23.24396,21.27486,21.86791,24.85361,25.68421,24.01264,25.16645,21.19558,24.52666,25.43181,23.92152,20.81166,23.16965,18.58266,22.33616,25.05055,24.67049,26.13285,18.18608
Ct,TGFb_2_D_6,D,6,TGFb,2.0,04-07-2017,1,GSS2375_WellData_p18.txt,SEN,24.90849,24.53947,23.98485,20.04259,23.94673,25.56846,20.94612,26.69723,30.51741,21.19856,20.56111,25.23041,28.46926,23.42341,20.78822,30.50331,,24.56539,26.7138,19.74838,22.89458,25.90893,18.8201,,24.15112,27.24873,31.21955,24.59075,,,27.90585,27.74195,25.08656,24.47471,23.83204,25.30517,23.94199,26.09713,22.42651,22.00354,30.62736,21.36958,20.57697,28.46813,27.74669,27.31637,22.27043,25.71784,26.38506,25.14082,26.84769,26.08117,23.22587,21.09161,21.14704,24.87003,25.903,24.29021,25.48669,20.76644,24.39899,25.18557,23.44785,20.26036,23.70301,18.62066,21.94112,24.63159,24.83693,25.8156,17.74304
Ct,TGFb_2_E_1,E,1,TGFb,2.0,04-07-2017,2,GSS2375_WellData_p2.txt,SEN,24.95776,25.76479,24.67156,20.58192,23.36422,26.0456,21.53171,26.50228,29.46921,21.337,20.85067,25.34097,27.43844,24.40097,21.25074,30.9048,30.73657,24.53811,27.45762,19.40977,23.465,26.02602,18.20173,,24.34234,26.64801,30.5173,24.24135,,,28.22054,30.0465,25.90021,24.3837,24.03107,25.73314,23.89006,26.59667,23.74213,23.02062,28.86582,22.09336,21.10995,30.50829,29.26874,26.57466,22.84772,25.51421,26.99845,25.47466,27.47635,26.04447,23.82765,22.2155,21.04434,24.9653,26.05844,25.07154,26.07353,22.00129,24.97552,26.24793,23.69007,21.18605,22.54086,17.93315,21.24843,25.6931,24.4488,26.38509,18.55377
Ct,TGFb_2_E_2,E,2,TGFb,2.0,04-07-2017,2,GSS2375_WellData_p5.txt,SEN,24.7157,25.18941,23.91972,19.97206,23.09148,25.73345,20.74397,26.15861,28.91772,21.24297,20.64378,25.61384,27.98608,24.08499,21.1813,31.42394,29.87492,24.30257,27.33294,18.96679,23.1693,25.84006,17.85211,,24.60287,26.78341,29.43962,24.47728,,,29.42761,28.58486,25.56084,23.50094,23.69041,24.8128,23.16944,26.61071,23.23621,22.71153,30.12543,21.66107,20.05971,,29.45778,26.90406,22.54676,25.26093,27.22477,24.98717,27.44097,25.48249,23.18165,21.77462,20.4445,24.49265,26.09168,24.83006,25.69206,21.3124,24.57009,25.67234,23.70413,20.58033,22.407,17.63229,21.18908,24.58545,23.85377,26.15678,18.04374
Ct,TGFb_2_E_3,E,3,TGFb,2.0,04-07-2017,2,GSS2375_WellData_p8.txt,SEN,24.87362,25.85701,24.16072,20.79413,23.50253,26.1769,21.30296,27.66872,29.89664,21.66863,21.2984,25.58437,28.40624,24.21545,20.71104,30.74717,32.5457,24.67324,26.95908,19.17801,23.18979,26.20529,18.27562,,25.00711,26.9105,,24.81761,,,29.74463,28.95666,26.48727,24.16444,24.45303,25.53408,23.87329,27.13746,23.68149,22.94678,30.4772,21.60918,20.83124,,29.74989,26.80378,22.96482,24.85629,27.52593,25.67572,27.65834,26.10579,23.57722,22.40093,20.84294,24.6678,26.0397,24.90421,25.99171,21.69666,25.03314,26.06247,23.89178,20.95939,23.00949,17.86325,21.13974,24.82238,24.09029,26.23653,18.33656
Ct,TGFb_2_E_4,E,4,TGFb,2.0,04-07-2017,2,GSS2375_WellData_p11.txt,SEN,25.06891,26.28162,24.61937,20.19362,23.63067,26.54014,21.16537,27.52697,29.56861,21.66467,21.30072,26.0811,28.347,25.03937,21.21801,30.2061,32.04773,24.68664,27.72121,19.74232,23.45841,26.26216,18.29571,,24.77943,26.82668,,25.24475,,,30.82898,29.09817,26.15888,24.76808,24.51031,26.29108,24.08845,27.48463,23.81303,23.10459,31.76027,22.25704,21.17875,31.34655,29.03269,27.1525,23.00823,25.53192,26.35115,25.95328,27.8476,27.13959,24.07872,22.44211,21.59477,25.50009,26.36453,25.10608,26.19003,21.96742,24.99102,26.57269,24.39847,21.69125,23.18432,18.34607,21.61124,25.19424,23.94699,26.6465,18.71288
Ct,TGFb_2_E_5,E,5,TGFb,2.0,04-07-2017,2,GSS2375_WellData_p14.txt,SEN,25.0818,26.30663,24.35048,20.31761,23.03074,26.58408,21.16749,28.90642,30.36451,21.61224,21.22446,25.88987,30.01702,23.76981,20.8681,31.4124,30.96695,24.53992,27.63977,19.32082,23.34527,26.13537,18.30685,,24.92564,27.35539,31.96912,25.31639,,,28.6583,28.34599,25.90652,24.1045,24.54174,25.7654,24.00944,27.53391,23.75405,22.74422,29.80395,22.02608,20.53755,,29.46443,27.40067,22.88569,25.54303,27.17854,25.77362,28.01638,26.48355,23.85505,22.12251,20.69633,24.80241,25.29774,24.88617,26.16046,21.67566,25.19793,25.54865,24.11111,20.95728,22.68954,18.17586,22.13704,24.89753,24.0056,26.12387,18.29922
Ct,TGFb_2_E_6,E,6,TGFb,2.0,04-07-2017,2,GSS2375_WellData_p17.txt,SEN,24.58693,25.42082,24.0559,20.3496,23.34034,26.6749,20.98276,26.62786,30.37958,21.31976,20.74348,25.42172,28.33702,23.85659,20.23388,29.60552,29.11229,24.36219,27.4855,19.38775,23.15063,26.07164,18.34107,,24.40398,27.01641,30.4045,24.68489,,,29.23842,29.55711,26.11091,24.24147,23.92286,25.35227,23.37842,26.6045,23.40927,22.51836,29.68584,21.59317,20.1399,29.97545,28.49288,26.88065,22.58799,25.17575,26.96894,25.28855,27.39624,26.15158,23.42863,22.26518,20.41863,24.7604,26.3357,24.85655,25.81322,21.38982,24.70853,25.30821,23.51752,20.94694,22.61347,17.84558,21.09387,24.98456,23.96321,26.13983,17.97376
Ct,TGFb_2_F_1,F,1,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p3.txt,SEN,24.62664,25.30132,24.1419,20.5123,23.19618,25.73967,21.13572,26.86755,28.33573,21.02224,20.51798,25.6724,28.3532,23.98628,20.78177,31.40105,30.54797,24.36726,27.10092,18.74023,22.85294,25.33961,17.67601,32.53655,23.77928,26.79846,28.71878,23.39814,,,30.73733,27.80954,25.31277,24.08346,23.04979,25.21437,23.4992,27.23052,23.6371,25.26743,29.73672,22.32481,20.4339,28.55844,28.92996,26.14363,22.47581,25.34883,26.46091,25.08286,26.74296,25.86019,22.67791,21.51835,20.33113,24.28369,25.60019,24.99861,24.88932,21.42542,24.47911,25.73269,23.43704,21.17506,22.14708,18.09463,21.2859,24.54858,24.37238,25.4711,18.44321
Ct,TGFb_2_F_2,F,2,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p4.txt,SEN,24.72397,25.46175,24.13505,20.61714,22.85865,25.21634,21.13893,26.27209,28.12071,21.0031,20.43831,25.2119,27.66326,24.39576,21.07339,,30.64697,24.49734,26.82095,19.04178,23.01164,25.20868,17.64518,29.69642,23.47061,27.1018,29.50751,23.25204,,30.87355,28.14476,28.82084,25.73335,24.1802,23.39382,25.21848,24.04985,27.25154,23.81456,25.63758,30.13845,22.07134,20.60095,27.64669,28.25015,26.67141,22.71633,25.11757,26.27394,25.08883,26.884,26.03837,23.09892,21.51439,20.3639,24.34226,25.5651,24.99373,24.35729,21.72158,24.49924,25.45951,23.46332,21.38075,22.37915,18.09058,20.98949,24.79178,24.14041,25.71847,18.36944
Ct,TGFb_2_F_3,F,3,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p9.txt,SEN,24.67481,25.3103,24.46906,20.43167,23.52333,25.51298,21.53111,27.13124,27.86819,20.97322,20.57495,25.57381,27.16853,24.18602,21.241,32.25605,29.31791,24.64865,27.11197,19.0681,22.91773,25.52183,17.81663,29.97555,23.82922,26.76296,28.82737,23.58502,,,28.56082,29.00205,25.83937,24.19896,23.44834,25.31991,23.92391,27.24763,23.92931,25.91564,29.42657,22.28179,20.79152,29.4855,28.98236,27.22133,22.89208,25.31705,26.97424,25.41477,27.10644,26.57097,22.76956,21.86626,20.59679,24.22084,25.36169,24.7417,25.36696,21.67846,24.64087,26.00864,23.53108,21.19663,22.27879,18.1843,21.82215,25.07062,24.53198,26.08076,18.43389
Ct,TGFb_2_F_4,F,4,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p10.txt,SEN,25.34248,25.42155,24.87383,20.7259,23.66463,25.806,21.85999,26.82492,28.21498,21.17341,20.64372,25.43902,26.92936,24.92114,21.66577,31.32492,31.70343,24.74624,27.36429,19.22928,23.3733,26.42105,18.03971,30.43914,24.23841,27.28793,28.83198,23.99965,,,28.80353,29.31962,25.87048,24.62672,23.7948,25.32316,23.93846,27.46988,23.88821,25.77505,29.24356,22.70225,21.17301,28.47866,28.79449,27.36874,23.11218,26.05452,27.18318,26.13769,26.62017,26.22541,23.36732,21.97113,20.9075,24.86413,26.66557,25.26052,25.53392,22.23276,24.9696,26.39181,24.17519,21.493,22.54942,18.69472,21.96555,25.44537,24.80934,26.16616,18.94875
Ct,TGFb_2_F_5,F,5,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p15.txt,SEN,24.7146,25.19774,24.13715,20.11727,23.0668,25.19629,21.13241,26.35744,29.59695,21.34719,20.44192,25.62215,28.34377,23.55519,20.33457,30.48479,29.94566,24.44133,27.2422,18.80585,22.91279,25.30364,17.83661,31.81828,23.79128,27.22989,28.51458,23.82362,,,28.2612,29.10684,25.9616,24.29031,23.10172,25.18583,23.81376,27.6853,23.74566,25.29292,29.51478,21.78802,20.45049,27.30035,27.82462,27.28059,22.57024,24.33085,27.33973,24.75307,27.01569,25.51009,22.45788,21.45922,20.35189,24.17566,25.24804,24.57514,24.64182,21.55519,24.30248,25.29836,23.24866,20.65838,22.39937,18.12836,20.9347,24.43681,23.71754,26.11147,18.13676
Ct,TGFb_2_F_6,F,6,TGFb,2.0,11-07-2017,3,GSS2375_WellData_p16.txt,SEN,24.71933,25.30456,24.02231,20.37062,22.87785,25.23935,21.22836,26.61651,28.77623,21.13543,20.35326,25.47777,27.96237,23.49571,20.2969,33.09702,29.50926,24.55983,26.89354,18.9637,22.72548,25.39123,17.64911,,23.8546,26.55764,29.16065,23.49941,,31.10817,31.90557,28.1828,25.32059,24.54103,23.20417,25.34114,23.8422,27.30044,23.68913,25.8046,29.45054,21.72359,20.57855,28.16371,28.6423,26.56406,22.61086,24.73915,27.08226,24.76484,26.75557,25.57454,22.75661,21.59318,20.37112,24.17199,25.15758,24.8305,24.79264,21.60611,24.25391,25.88156,23.34552,20.96857,22.35127,17.92953,20.79481,24.88423,24.14331,25.48543,18.10593
Ct,TGFb_2_G_1,G,1,TGFb,2.0,18-07-2017,1,GSS2375_WellData_p1.txt,Adult,25.50684,25.36434,24.98488,20.29291,24.75152,24.33888,21.18349,26.63709,28.40631,21.39672,21.29269,26.96161,28.08119,22.26036,20.29555,31.13705,29.30335,24.17697,27.16298,19.80911,22.9696,25.8994,16.88815,32.92096,22.49257,27.14693,29.11382,23.69272,,,30.15418,27.29608,26.76872,24.41981,23.55931,25.16316,24.71339,26.02206,23.15953,20.3529,30.91523,23.41211,20.93637,30.92718,28.56105,26.80492,22.1952,25.57898,26.36727,26.14986,26.52652,25.68937,24.28081,21.16825,21.81862,24.50553,25.76261,24.60266,25.29578,22.23575,25.44935,26.04135,23.95826,20.89205,23.3104,19.09854,22.62927,25.87478,25.00473,26.27427,17.4585
Ct,TGFb_2_G_2,G,2,TGFb,2.0,18-07-2017,1,GSS2375_WellData_p6.txt,Adult,25.24053,25.77171,24.57563,20.23517,24.47791,24.24091,20.78012,25.73956,30.04108,21.5607,21.27776,26.38667,29.1845,21.93146,19.22112,32.20287,29.07605,24.28272,26.76464,19.38271,22.42922,25.56142,16.46688,,22.73748,27.02492,28.74724,23.76466,,,28.25674,27.30427,26.79929,24.07841,23.37451,25.17474,24.70572,25.6939,23.44201,19.96664,31.48736,22.67915,20.87328,28.88314,27.80442,26.32601,21.98633,24.83742,26.35813,25.7785,26.6644,25.41106,23.80468,21.36186,21.52689,23.8996,24.85125,24.44957,25.44,22.15707,25.13391,25.05362,23.05006,20.74851,23.29737,18.51615,21.62122,25.33592,24.06753,25.65949,17.03941
Ct,TGFb_2_G_3,G,3,TGFb,2.0,18-07-2017,1,GSS2375_WellData_p7.txt,Adult,26.13298,26.40135,25.13221,20.31135,24.6581,24.66636,21.06061,26.87408,30.836,22.05794,21.73996,26.48773,31.56578,22.12102,18.99985,31.74406,30.2579,24.54473,26.27319,20.0676,22.75682,25.96516,17.2029,,23.09129,27.0897,29.07853,24.81342,,,28.70356,27.36911,27.59456,24.47056,23.93011,25.34883,24.97976,26.30288,23.61999,19.62971,29.19341,22.76996,20.96864,29.10918,27.86702,27.08028,21.8843,25.39962,26.23433,25.83743,27.57331,25.81213,24.11909,21.63444,21.14427,24.14495,25.13011,24.56032,25.64278,22.16816,25.91483,25.81415,23.53804,20.74987,23.45401,18.51095,23.58938,25.01857,24.33844,25.57322,17.30676
