,Sample,cell_id,replicate,treatment,time_point,Treatment Start Date,sub_experiment,Filename,cell_line,ACTA2,ADAMTS1,ATP6AP1,B2M,BGN,BHLHE40,CAV1,CDKN2A,CDKN2B,COL1A1,COL1A2,COL4A1,COL5A1,CTGF,DCN,EGR2,ELN,ENG,ETS1,FBLN1,FBN1,FGF2,FN1,FOSB,GADD45B,GUSB,HAS2,ID1,IL1A,IL1B,IL6,ITGA1,ITGA2,JUN,JUNB,LARP6,LOXL1,LOXL2,LTBP2,MMP1,MMP13,MMP14,MMP2,NOX4,PDGFA,PMEPA1,PPIA,PPP3CA,PSMD14,PTEN,RARA,RARG,RHOB,SERPINE1,SERPINE2,SKI,SKIL,SMAD3,SMAD7,SPARC,TGFB1,TGFBR1,TGFBR2,THBS1,THBS2,TIMP1,TIMP3,TP53BP1,VCAN,VEGFA,VIM
Ct,Baseline_96_D_4,D,4,Baseline,96.0,04-07-2017,1,GSS2375_WellData_p12.txt,SEN,24.02119,24.61246,24.22219,19.75029,24.14621,28.21995,21.64232,27.0314,30.65765,20.99974,20.19116,25.77089,27.86048,25.43024,20.85042,29.80378,,24.76805,27.07856,19.14759,22.92847,24.9703,19.40994,,27.20354,26.20106,30.30514,27.08033,31.21156,,27.89653,27.6574,25.24409,23.16303,26.28687,25.1506,23.55168,27.43756,23.63958,25.82021,29.43353,21.78761,20.88034,29.14193,29.6032,27.58718,22.88844,24.83352,26.54762,24.97906,27.77276,26.03918,24.05391,23.15622,22.68038,24.74172,26.15083,24.44084,27.62102,21.38226,25.13483,25.46325,23.44565,20.24581,24.21538,19.22393,21.92891,24.5637,24.7893,26.08376,18.87572
Ct,Baseline_96_D_5,D,5,Baseline,96.0,04-07-2017,1,GSS2375_WellData_p13.txt,SEN,23.77777,24.59596,24.24289,19.91557,24.70262,29.98923,21.66551,27.13685,29.70078,20.60847,20.16433,25.94342,28.49403,24.19775,21.09071,30.22949,33.2999,24.46469,26.86637,18.99067,22.95319,25.31293,19.34043,,26.81049,26.42848,30.53614,27.74155,33.15267,30.27362,28.72438,25.6068,25.03541,23.3892,26.48406,25.81194,23.7181,27.02572,23.32458,24.96539,29.62307,22.11043,21.12928,28.19131,29.52362,28.81474,23.02361,24.73456,25.65937,25.03368,28.14062,26.19357,24.09757,22.68137,22.37446,24.51202,26.02322,24.76829,28.93212,21.51852,25.73516,25.16359,23.46009,20.17379,23.87934,19.29562,22.32705,24.47635,24.52525,25.24254,18.76737
Ct,Baseline_96_D_6,D,6,Baseline,96.0,04-07-2017,1,GSS2375_WellData_p18.txt,SEN,23.96773,24.32829,24.17331,19.64564,24.0583,27.91044,21.57145,26.40299,29.79638,20.93105,19.91411,25.89819,28.43213,25.12227,20.08808,30.87211,30.56024,24.21843,26.74641,19.14735,23.1068,24.95053,19.46483,,26.72994,26.73667,28.87565,27.81636,,30.75561,28.11025,28.01808,25.68279,23.85925,25.8642,25.37005,23.51185,27.60498,23.33014,25.62672,29.0899,21.58693,20.86717,27.79101,28.84632,28.00035,22.84473,24.97025,26.47996,24.96026,27.942,25.96805,23.97822,22.9679,22.15033,25.03838,26.78375,24.51405,28.12709,21.31856,25.14133,25.24345,23.35566,20.1151,23.99679,19.02129,22.11147,24.83892,25.06254,25.87118,18.75132
Ct,Baseline_96_E_1,E,1,Baseline,96.0,04-07-2017,2,GSS2375_WellData_p2.txt,SEN,24.03053,25.01301,24.64419,20.3259,24.17887,29.08168,21.7431,26.96251,29.11904,20.99906,20.61409,26.30961,27.28939,24.62686,20.83236,31.57801,30.60977,24.53136,27.48433,18.72685,23.32037,25.94431,19.262,,27.33563,26.85702,31.08125,26.9603,,,28.31676,28.40211,25.88887,23.45971,26.72734,25.42904,23.08257,27.17825,23.87246,26.52136,29.67775,22.77797,21.55649,28.83405,29.644,28.30836,22.91444,25.16406,27.04457,24.89676,28.2316,26.03199,24.73495,23.40744,22.18825,24.90622,27.45899,25.20346,28.83296,22.05667,25.25102,25.82328,23.91205,20.67406,22.84904,18.90438,21.71387,25.25394,24.51624,26.90734,19.01603
Ct,Baseline_96_E_2,E,2,Baseline,96.0,04-07-2017,2,GSS2375_WellData_p5.txt,SEN,24.20813,24.82913,23.83194,19.88704,23.68688,30.00786,21.27457,26.13284,30.19742,20.7838,19.93777,26.24311,27.81599,24.59797,20.7954,,30.76574,24.28507,26.53188,18.31718,22.93333,25.20014,19.06973,,27.53923,26.27016,29.23265,26.71633,,,27.85876,28.16195,25.76767,22.75746,26.05709,24.70126,22.88685,27.56304,23.77691,25.71573,28.47929,21.97699,20.57369,30.06114,28.79879,27.36616,22.8436,24.49595,26.94182,24.30485,28.34903,25.95305,24.088,23.11067,21.73468,24.15481,27.07654,24.49055,27.55446,21.55978,24.93546,25.58702,23.17533,20.17635,22.72746,18.34789,21.26399,24.63798,24.07242,26.41681,18.50628
Ct,Baseline_96_E_3,E,3,Baseline,96.0,04-07-2017,2,GSS2375_WellData_p8.txt,SEN,24.18737,25.03096,24.42317,20.3015,24.25909,29.53015,21.53188,26.3527,29.8056,21.52616,20.36083,26.52228,28.13758,24.41533,20.28152,30.34541,,24.38293,27.30694,18.48601,23.1144,25.40141,19.34826,,27.5167,26.38723,30.88431,27.37931,,31.36199,28.76364,28.25384,26.42773,23.51749,26.43472,25.44311,23.21981,27.97667,24.16214,26.18469,29.27416,22.28409,21.03023,31.10525,29.15928,27.10349,22.87405,24.6235,26.75687,25.04343,28.37857,26.05591,24.23266,23.67147,21.94273,24.62081,26.21524,24.79585,28.06806,21.80676,25.41236,25.72667,23.34141,20.55569,23.31442,19.00227,21.30506,24.81905,24.27408,26.5498,18.66383
Ct,Baseline_96_E_4,E,4,Baseline,96.0,04-07-2017,2,GSS2375_WellData_p11.txt,SEN,24.43123,25.74075,24.59912,19.86583,24.14693,30.51996,21.85442,27.17971,30.11612,21.13922,20.66774,26.50858,28.5507,25.72162,21.23763,30.49617,32.93728,24.66071,27.16141,19.03718,23.35015,26.28046,19.54902,,27.93584,26.24354,29.93867,27.99088,,,28.8037,29.39321,26.48027,23.60332,27.05487,26.6845,23.46584,28.21896,24.20301,26.14018,30.81572,22.69339,21.45716,28.79594,29.44136,27.85039,23.11249,24.83645,26.99343,25.26959,28.48826,26.87176,24.85045,23.84051,22.56427,24.90591,27.27277,25.01884,28.15191,22.33896,25.93721,25.76966,24.01237,21.23772,23.42777,18.93889,22.26665,25.32351,24.05123,27.16549,19.11677
Ct,Baseline_96_E_5,E,5,Baseline,96.0,04-07-2017,2,GSS2375_WellData_p14.txt,SEN,24.43429,25.68287,24.66138,20.11654,24.26587,29.8975,21.40287,27.48752,31.10869,21.29984,21.30582,27.1594,29.46269,24.18307,20.50425,29.61269,32.67671,24.88593,26.74278,18.88656,23.36389,26.03265,19.30495,,27.96121,26.51066,31.03193,28.24608,,30.14251,27.87145,28.80331,25.95328,23.35063,27.10806,25.93812,23.53351,27.54082,24.39727,26.24023,29.44242,22.79543,21.17995,31.10565,29.99819,27.25955,22.97238,25.10542,26.86123,25.44734,28.73869,26.32479,24.75949,23.38235,21.60529,24.83505,26.57983,25.33545,28.0445,21.97466,25.80081,25.26792,23.6169,20.69874,23.14524,18.89404,22.32975,25.05597,24.08044,26.53099,19.23255
Ct,Baseline_96_E_6,E,6,Baseline,96.0,04-07-2017,2,GSS2375_WellData_p17.txt,SEN,24.23725,25.35542,24.74439,20.27137,24.03779,31.49422,21.52848,26.29064,29.64244,21.22916,20.57296,26.55218,28.57482,24.92822,20.00286,31.062,30.14537,24.87133,27.64793,19.05487,23.0451,25.97016,19.6431,,28.08711,25.93878,29.27537,27.4125,31.84129,30.65198,28.21251,28.87143,25.74469,23.56875,26.90662,25.48561,23.1389,27.79376,24.13698,26.09343,29.50525,22.40106,20.90053,29.10996,28.88802,27.84432,22.93735,25.20915,26.73653,25.20544,28.02911,26.67803,24.36878,23.8052,21.83659,24.899,26.94186,24.86829,27.42996,21.68872,25.96232,25.77881,23.40028,20.90015,22.99641,18.81086,21.84977,25.15123,24.30105,26.98391,18.69452
Ct,Baseline_96_F_1,F,1,Baseline,96.0,11-07-2017,3,GSS2375_WellData_p3.txt,SEN,24.35483,24.55654,24.16615,20.37424,23.80759,31.69764,21.14225,26.68781,28.78233,20.18896,20.0078,26.19535,27.22597,24.18964,20.53173,,32.61665,24.4742,26.65195,18.34842,22.68084,25.3043,18.98323,,27.16408,26.19046,31.85588,27.30907,,32.29521,27.5566,28.55304,25.82609,23.18896,26.15336,25.08857,23.2773,27.29021,23.86003,27.16764,28.32376,22.58041,21.08275,27.74643,29.58452,28.03343,22.62919,25.01031,26.39303,24.23748,27.87006,25.54802,23.80441,23.57608,21.21201,24.2161,26.82686,24.88192,28.09557,21.51365,25.3511,25.33832,23.32317,20.76918,22.85574,18.80696,21.6246,24.7499,23.92543,26.27296,18.59754
Ct,Baseline_96_F_2,F,2,Baseline,96.0,11-07-2017,3,GSS2375_WellData_p4.txt,SEN,24.63453,24.92359,24.27382,20.67322,23.92155,29.68867,21.50256,26.48465,28.97269,20.43196,20.09657,26.79037,27.92617,24.77722,21.1095,29.33011,30.78113,24.76061,27.18386,18.56147,22.89083,25.08846,19.12283,,28.02285,27.14479,29.48106,27.34823,,,26.79335,28.86645,26.03656,23.57503,27.09148,25.72345,23.19441,27.61174,24.25682,27.61278,28.30066,22.72896,21.51853,27.76819,29.05272,27.89076,22.91145,25.40028,27.19624,24.60972,27.94521,26.2421,24.30541,23.65465,21.61415,24.25028,27.18664,24.49249,28.54306,21.7294,25.65561,25.4333,23.6833,21.00129,23.36601,19.14481,21.86534,24.6967,24.31554,26.43991,18.63142
Ct,Baseline_96_F_3,F,3,Baseline,96.0,11-07-2017,3,GSS2375_WellData_p9.txt,SEN,24.84746,24.46804,24.63205,20.38674,23.9469,30.13813,21.78301,27.37284,27.9218,20.16287,19.86316,26.63028,26.31616,25.09651,21.07335,31.94233,31.10633,24.66096,27.13787,18.29738,22.86249,25.27117,19.10976,,27.59908,26.19386,29.28204,27.26524,,32.88857,27.6221,28.42593,26.00872,23.37861,26.39625,25.65055,23.17734,27.63606,23.93873,28.12551,28.69715,22.94611,21.39925,28.15933,29.59561,28.61435,23.06296,25.21581,27.31516,24.96879,28.02604,26.78267,23.80726,23.9229,21.51564,24.32099,26.84927,25.02684,28.30114,21.57899,25.35041,25.42753,23.38173,20.88519,22.78743,19.08977,21.57695,25.3672,24.15885,26.65527,18.5916
Ct,Baseline_96_F_4,F,4,Baseline,96.0,11-07-2017,3,GSS2375_WellData_p10.txt,SEN,24.83804,25.08267,25.11257,20.8689,24.49118,29.36228,22.03974,27.04711,27.46244,20.32103,20.00122,26.58003,25.7355,25.75632,21.37622,31.60831,29.93591,24.92688,27.89453,18.67,22.99839,25.90368,19.17195,,28.08467,26.77461,30.97381,27.04611,,30.68718,28.1319,29.71441,26.1735,24.30907,26.72667,25.97104,23.44584,27.12896,24.22278,28.34362,27.7213,23.14279,21.77896,28.88906,28.87308,28.37388,23.3936,25.51735,27.19342,25.51139,27.22198,26.4386,24.34956,23.77808,21.96581,24.9812,27.78025,25.37468,27.98909,22.17928,25.45016,26.17946,23.90193,21.51416,23.06481,19.70552,22.1612,26.23813,24.98614,27.43246,19.21274
Ct,Baseline_96_F_5,F,5,Baseline,96.0,11-07-2017,3,GSS2375_WellData_p15.txt,SEN,24.63821,25.03383,24.97991,20.27774,24.22044,30.01879,21.72349,27.1854,30.18113,20.48361,20.13734,26.41891,27.90329,24.2776,20.4729,30.97564,32.83115,24.59166,26.80214,18.50458,22.79022,25.27885,19.10763,,28.32616,26.66434,29.05746,28.19279,,,27.6928,29.43167,25.83328,23.86624,26.56199,25.86573,23.47095,27.339,24.32351,27.56312,28.3018,23.04175,21.61885,29.93541,29.62831,27.75591,23.12098,24.75831,27.67988,24.35734,28.82388,26.34011,23.96722,23.6384,21.51758,24.65294,26.90955,25.13182,27.9546,21.73921,25.67613,25.21598,23.5393,20.82479,23.30984,19.17598,21.57371,24.83991,23.79868,27.4533,18.87049
Ct,Baseline_96_F_6,F,6,Baseline,96.0,11-07-2017,3,GSS2375_WellData_p16.txt,SEN,24.11084,24.64145,24.23018,20.33443,23.90885,30.64817,21.42896,26.35609,28.91655,20.36637,19.72093,26.11629,27.5845,24.41356,20.20358,,31.41608,24.35976,27.31776,18.24302,22.68518,25.05509,19.03433,,28.03562,26.03812,30.85631,27.35979,,,28.04895,29.33101,25.7701,23.60483,26.73875,25.10655,23.27936,28.00503,23.83532,27.00158,28.98376,22.603,21.26841,29.28325,29.70618,28.88482,22.82079,24.75523,26.89924,24.28357,28.06538,26.13371,23.87455,23.59748,21.40368,23.93822,26.46394,24.84353,28.98952,21.44776,25.10069,25.1831,23.44761,20.50877,22.90094,18.96818,21.13301,24.46216,23.75361,26.33993,18.49249
Ct,Baseline_96_G_1,G,1,Baseline,96.0,18-07-2017,1,GSS2375_WellData_p1.txt,Adult,24.5218,26.68152,25.06009,20.1859,25.68663,28.83144,21.77714,27.64741,28.09273,20.90452,20.48343,25.85721,26.96266,27.71739,19.30349,32.44877,30.28358,24.57852,27.26867,18.8247,21.83977,26.94612,17.81132,,27.20923,26.38866,28.22836,29.18328,,32.14882,28.27189,27.05309,27.11908,24.13474,28.10309,25.0622,24.14952,26.70571,23.80055,24.92878,29.77493,22.66751,21.27583,29.57397,30.30715,28.4937,22.92974,25.3256,26.86734,25.94308,27.81686,25.68571,25.05116,25.70131,23.40388,24.84744,27.18655,24.71182,28.4556,22.61013,26.09086,26.16249,23.88043,21.51175,22.91144,19.6624,22.29244,25.54338,24.76252,26.54568,17.60306
Ct,Baseline_96_G_2,G,2,Baseline,96.0,18-07-2017,1,GSS2375_WellData_p6.txt,Adult,24.40772,26.59844,24.49496,20.25282,24.99935,28.03998,21.38995,26.3892,28.34831,20.86548,20.33512,26.23404,28.43382,27.41304,18.35747,,32.16325,24.7758,27.48483,18.39451,21.4773,26.64067,17.76248,,28.32099,26.45239,27.26828,29.25554,,32.81517,27.85367,26.65497,27.38905,23.78534,27.5363,25.51974,23.93991,26.3863,23.71567,24.60169,28.51265,22.18592,20.71043,28.17448,29.3307,28.43033,22.70967,25.35615,26.69459,25.14083,27.86275,25.08458,24.42773,25.89414,23.22552,24.37898,26.70498,24.60461,28.19357,22.24929,25.79813,26.14909,23.63345,21.4326,22.90627,19.27411,21.82964,25.26768,24.47099,26.46894,17.26195
Ct,Baseline_96_G_3,G,3,Baseline,96.0,18-07-2017,1,GSS2375_WellData_p7.txt,Adult,24.36084,27.33308,24.76716,20.16557,25.0587,28.68006,21.56843,26.6805,30.37516,21.09227,21.09859,26.38281,29.25098,26.81054,17.72598,,33.03305,24.88593,27.48805,18.92489,21.21708,27.6537,17.9003,,26.8974,26.21796,26.93413,29.06964,,,27.48294,26.80345,26.6453,24.02916,27.0086,25.71491,24.29014,27.83131,24.08521,24.27298,28.45097,22.33333,20.66067,29.86287,28.82763,29.12996,22.8568,24.70536,27.10375,25.40311,28.21513,25.26564,24.2927,25.80479,22.96279,24.60225,26.16097,24.73603,29.47137,22.26611,26.48801,26.31103,23.56936,21.70923,22.71069,19.42865,22.59971,25.00659,24.32087,26.43747,17.63129
Ct,Baseline_96_G_4,G,4,Baseline,96.0,18-07-2017,1,GSS2375_WellData_p12.txt,Adult,24.63438,26.80076,24.84398,20.22941,25.42473,28.57247,21.51198,27.14005,29.54869,21.01246,20.89206,26.4781,28.80408,27.60067,18.88753,,31.41791,24.6784,28.05967,18.94592,21.80002,26.9687,18.2387,,27.75559,26.79718,27.74292,29.70373,31.1366,,29.86501,27.207,27.04971,24.21249,27.90055,25.99452,23.81862,26.63984,24.37494,25.19255,28.84296,22.54679,20.71676,28.84347,30.86327,28.81819,22.66111,25.90836,27.04425,25.42935,27.66144,25.94467,24.82169,25.51893,23.70555,25.39371,27.34032,24.61851,28.69567,22.28839,26.92901,26.20149,24.23741,21.45827,23.12035,19.7665,22.10249,25.22623,24.38614,26.51524,17.53091
Ct,Baseline_96_G_5,G,5,Baseline,96.0,18-07-2017,1,GSS2375_WellData_p13.txt,Adult,24.59755,27.30525,24.54837,20.02075,25.49551,28.70012,21.25431,27.09848,29.14084,21.00872,20.57383,25.87015,28.07247,26.21157,19.29121,,30.01663,24.72557,27.08871,18.45567,21.87441,26.56112,17.98657,,27.63368,26.31449,27.92056,30.36488,,,30.59149,26.62231,26.66615,23.6291,27.69766,25.52597,24.2523,26.99411,23.87203,24.00277,29.62723,22.28707,20.2665,28.82517,28.94898,28.43651,22.65755,25.5481,26.63059,25.51322,28.11173,25.18018,24.5528,25.59084,23.04004,24.66303,26.6036,24.59799,28.49487,22.37522,26.40086,25.40551,24.14862,21.70065,22.5243,19.10106,22.17484,25.01263,23.88261,26.69398,17.17448
Ct,Baseline_96_G_6,G,6,Baseline,96.0,18-07-2017,1,GSS2375_WellData_p18.txt,Adult,24.56184,27.5539,25.18416,21.0528,25.85723,28.98102,21.87626,27.49051,29.8793,21.95479,21.384,27.06971,29.92703,27.23792,18.61143,,30.87569,25.37114,27.88132,19.07377,22.30464,27.34143,18.58649,,28.31647,26.62595,27.90834,31.89309,,,28.39143,28.86254,27.10625,24.63586,28.20981,25.72358,24.58778,27.92614,24.70577,25.62736,28.66239,22.9756,21.04698,28.90958,30.04515,29.32337,23.14636,26.43359,27.84414,26.29188,28.34973,26.35859,25.29933,26.42508,23.34242,25.84705,27.01838,25.42741,28.82735,22.75648,26.89907,26.13941,23.86559,21.87245,23.70147,19.94724,22.33717,25.76732,24.81326,27.8306,17.86424
Ct,Baseline_96_H_1,H,1,Baseline,96.0,27-06-2017,2,GSS2375_WellData_p2.txt,Adult,25.56838,26.43236,25.78824,20.6829,26.42338,31.62902,22.39342,27.42498,28.38953,21.63044,21.47586,27.32947,28.43604,28.17185,19.49393,31.97349,29.6938,25.42337,27.26048,19.34576,21.99494,27.15355,19.62291,,28.82463,26.57041,27.86282,29.17321,,,27.69003,27.86185,28.23108,25.27557,28.02266,25.18497,24.49326,28.74259,23.81374,28.37104,28.57133,22.74976,20.92382,,31.081,28.56604,23.02661,26.19851,27.57152,25.51893,28.16015,25.53741,25.48181,27.23722,26.15063,24.43855,27.57333,25.41484,29.45984,23.64263,26.82857,26.74663,24.41047,23.05984,22.4452,21.38353,23.20771,25.51609,25.55446,27.8425,18.26793
Ct,Baseline_96_H_2,H,2,Baseline,96.0,27-06-2017,2,GSS2375_WellData_p5.txt,Adult,25.16756,26.38583,24.55655,20.0577,25.79878,27.94991,21.91166,26.68241,28.47014,21.20659,20.85317,26.37568,28.04796,28.29983,19.04529,31.73796,29.11445,24.91308,26.57284,18.68841,21.42206,26.05212,18.88328,,28.10623,26.32534,26.90211,28.4957,,,28.19667,27.00102,26.8753,24.23174,26.81466,24.21369,23.91306,27.94721,23.26679,26.99611,28.77031,21.74959,19.83331,32.19478,30.56207,27.5783,22.58581,25.05324,26.48679,24.52113,27.01666,25.20212,24.40503,27.04327,26.19263,23.59114,27.25866,24.61252,28.26766,23.09452,25.96581,25.93188,23.81061,22.40774,22.00526,20.37262,22.16654,24.27928,24.77937,26.77975,17.47968
Ct,Baseline_96_H_3,H,3,Baseline,96.0,27-06-2017,2,GSS2375_WellData_p8.txt,Adult,25.4828,27.04939,25.15348,20.61952,25.99114,29.35372,22.36277,27.70045,29.4469,21.89001,21.91192,28.44382,29.5583,27.16825,18.6924,32.18768,29.7518,25.51765,27.57476,19.23488,21.38156,27.04501,19.54511,,28.45781,26.75597,27.62728,28.87903,,,28.2429,27.918,27.75837,24.77805,26.96655,25.39435,24.85006,28.03234,23.96772,29.04049,27.41256,22.39853,20.45476,,30.69026,28.93273,22.74499,25.6543,28.07879,25.28055,28.42027,25.40236,25.23084,27.47052,26.02163,24.56084,26.94265,25.46101,29.29979,23.51089,26.63368,26.55536,24.18612,23.0993,22.43454,21.40295,22.75914,24.71671,25.0651,27.28641,18.35888
Ct,Baseline_96_H_4,H,4,Baseline,96.0,27-06-2017,2,GSS2375_WellData_p11.txt,Adult,24.75688,27.03394,24.71185,20.00377,25.89734,29.16187,21.74789,27.04976,29.5399,21.38186,21.27898,27.30286,28.70938,28.46863,18.8851,31.12241,31.32459,25.28812,26.84303,19.05432,21.0848,26.57045,19.11755,,29.86983,26.10378,27.70729,29.05413,,,28.98495,28.69112,27.21306,24.74546,27.63912,25.12803,24.21838,28.82952,23.49269,27.17518,28.50358,22.13959,20.51796,31.39907,31.70657,29.39899,22.54808,25.41043,26.94639,25.08242,27.6804,25.1144,25.35854,28.48139,26.27421,24.42902,27.14651,24.68904,28.95046,23.14173,26.27983,26.35834,24.49607,22.89818,22.38579,20.94589,22.62191,24.82314,24.90183,27.13156,17.94027
Ct,Baseline_96_H_5,H,5,Baseline,96.0,27-06-2017,2,GSS2375_WellData_p14.txt,Adult,25.54333,27.56268,25.46217,20.4388,26.07021,30.65988,22.14064,27.1408,29.83225,21.81891,21.7544,27.90035,29.61767,27.63868,18.73469,30.91777,30.67321,25.57603,27.23168,19.12223,21.89217,27.22874,19.55564,,30.12547,26.60533,28.56425,28.81335,,,28.27263,27.65205,27.31843,24.66178,27.75073,25.08421,24.60328,29.32446,23.97086,26.6299,29.8302,22.29,20.19679,29.77633,30.87274,28.84754,22.71858,25.75621,26.84906,25.44567,28.38063,25.4076,25.41582,27.06907,25.72122,24.43427,27.06417,25.14959,28.31639,23.36897,27.15501,26.45251,24.53726,23.00123,22.27959,20.97786,23.21005,24.78818,24.60944,27.51513,17.98634
Ct,Baseline_96_H_6,H,6,Baseline,96.0,27-06-2017,2,GSS2375_WellData_p17.txt,Adult,24.65651,26.44159,24.85737,20.64179,25.92366,29.40408,22.17525,27.34067,29.83053,21.64728,21.15062,27.36084,28.58822,27.97609,18.20248,31.34727,30.52319,25.44413,27.45555,19.17142,21.62539,26.40662,19.62736,,28.53843,26.00872,27.87328,29.49022,,,28.54657,29.13969,27.75713,24.63466,27.79204,25.56697,24.17272,28.12879,23.87379,27.43003,29.37834,22.29416,20.17375,,30.092,28.35378,22.82116,25.50362,26.98326,25.32637,27.97259,25.31135,25.43129,27.28287,26.45201,24.65144,26.88286,24.94059,28.55272,23.00321,26.71176,26.55101,24.00957,22.91628,22.35089,20.89632,22.72505,24.82426,24.95736,26.96298,17.64292
Ct,Baseline_96_I_1,I,1,Baseline,96.0,27-06-2017,3,GSS2375_WellData_p3.txt,Adult,24.74938,25.7384,24.8399,19.8854,25.99865,29.39422,21.89864,26.86347,28.4943,21.20906,20.33104,27.26317,29.05322,27.20321,18.76287,31.50917,32.34468,25.69186,27.53769,18.85623,21.00192,26.51146,18.29594,,28.59229,26.27911,27.34508,29.42867,,,28.62275,27.24843,26.66345,24.93812,27.37594,24.93785,23.53964,28.07207,23.71465,24.41611,30.42895,21.57761,19.26415,28.59327,31.48268,31.78547,22.81433,25.19896,27.05363,24.80821,28.29347,25.38019,24.81362,27.1454,24.25508,24.28876,27.09827,25.19289,28.46409,22.83331,25.64506,24.91136,24.00841,23.59329,22.53455,19.63129,21.7154,25.03664,24.06359,26.82724,17.60823
Ct,Baseline_96_I_2,I,2,Baseline,96.0,27-06-2017,3,GSS2375_WellData_p4.txt,Adult,25.40364,25.92504,24.72453,20.26777,26.16746,29.06982,21.69361,26.01891,27.03116,21.48213,20.31644,27.57521,28.5073,27.29698,19.32309,,30.14008,25.31406,27.65378,19.2388,21.39761,26.09369,18.33118,,28.774,26.59974,28.33242,28.72991,,,27.71388,27.29369,27.46569,25.64043,27.31153,25.15554,23.93821,28.23108,23.65041,24.72039,29.66844,21.87089,19.63645,30.57681,30.89645,30.85683,22.90116,25.62211,27.11337,25.13873,29.37766,25.45692,25.04661,26.58775,24.79277,24.78762,27.899,25.54482,29.45673,23.10015,25.98694,25.32429,24.24251,24.09225,22.72988,20.05691,21.56851,25.06903,24.30964,26.84876,17.89114
Ct,Baseline_96_I_3,I,3,Baseline,96.0,27-06-2017,3,GSS2375_WellData_p9.txt,Adult,25.19631,25.61798,25.4223,20.01451,26.53191,28.95876,22.142,26.67644,27.04327,21.17065,20.38395,27.19539,27.7634,27.75207,19.43373,,32.51837,25.86835,27.46806,19.30122,21.29304,27.24349,18.2223,,28.18948,26.82055,28.60179,29.66643,,,29.98908,27.44436,27.31799,24.9353,27.50867,24.9672,23.86336,28.13583,23.65945,24.99023,30.83924,21.91003,19.81703,30.3812,30.91325,29.12807,22.77645,25.43432,27.1054,25.44518,27.73907,25.43603,25.12566,26.18922,24.6361,24.5824,27.12201,25.84569,28.14081,23.48638,25.93055,25.83074,24.23572,23.8797,22.63629,20.05043,21.90969,25.22392,24.81001,27.04922,18.08568
Ct,Baseline_96_I_4,I,4,Baseline,96.0,27-06-2017,3,GSS2375_WellData_p10.txt,Adult,25.22606,26.4587,26.02297,20.38914,26.69451,29.8048,22.51402,27.66564,27.73904,21.34663,20.9483,28.10624,27.28372,28.55164,19.84846,,32.74676,26.16674,27.30067,19.52173,21.73944,26.89543,18.58943,,28.4091,26.78602,27.81278,30.50265,,,28.27441,28.3653,27.4149,25.89998,27.45133,25.42238,24.37918,29.24283,24.20802,25.49769,31.44026,22.45876,20.42956,29.31587,29.95933,30.24643,23.64684,26.20306,27.16701,26.07257,28.65064,26.05305,25.44988,28.07867,25.17869,25.19841,27.41122,25.93373,28.8099,23.62591,26.67061,26.36052,24.5543,24.80385,22.90842,20.73922,22.80089,26.23673,25.01939,28.37696,18.4797
Ct,Baseline_96_I_5,I,5,Baseline,96.0,27-06-2017,3,GSS2375_WellData_p15.txt,Adult,25.29813,26.49032,25.52144,19.93941,26.77439,28.45482,22.34581,27.67368,29.22284,21.75179,20.94625,27.28015,30.22385,27.78599,18.55207,,32.2211,25.60016,27.68211,19.22984,21.34651,26.31165,18.40788,,28.81153,26.99006,28.6042,30.94137,,,27.99109,27.15933,27.09561,25.22726,27.69714,25.5785,24.12695,28.18494,24.11447,24.39797,29.06105,21.73162,19.86312,29.2534,31.24508,29.45597,22.95969,25.0257,27.56324,25.11955,29.96499,25.71978,24.90713,26.74959,24.29878,24.63974,26.62853,25.82677,29.24026,23.07897,26.29602,25.10417,24.35188,23.94383,23.28414,19.90488,22.35614,25.06014,23.83912,27.66144,17.88369
Ct,Baseline_96_I_6,I,6,Baseline,96.0,27-06-2017,3,GSS2375_WellData_p16.txt,Adult,24.53424,25.98861,24.67158,19.79759,26.01097,30.50899,22.12652,28.04473,27.99017,21.43671,20.71288,27.57683,28.88195,27.48807,18.28069,,30.40379,25.48695,27.14005,19.16418,20.93765,26.2825,18.60274,,29.8231,26.37776,28.93727,29.35108,31.14887,,27.58678,27.61854,26.19335,25.07427,27.09982,25.14638,23.72531,28.02176,23.83613,24.53274,30.1734,21.54023,19.59645,31.08191,33.06151,29.23481,22.79906,24.53922,26.85,25.0875,28.77553,25.65283,25.12326,26.48601,24.05127,24.51129,26.7628,25.04542,28.76405,22.85612,25.77412,24.86407,23.73182,23.25788,22.72625,19.87925,21.52194,24.91192,24.01284,26.9066,17.59031
Ct,Control_0.5_A_1,A,1,Control,0.5,20-06-2017,1,GSS2375_WellData_p1.txt,HDFn,24.5231,23.6832,25.14908,20.56929,24.48317,28.6668,21.55612,27.542,30.33647,20.36316,20.19413,26.14353,25.12885,26.15053,21.32315,,,24.93255,26.76292,20.74832,23.08436,26.89221,18.32124,32.07748,27.22673,26.76168,28.6102,27.52739,,,28.72064,27.98567,26.07312,24.18763,26.605,25.65731,23.93974,25.9903,23.43805,25.17995,29.0994,22.8643,21.94189,28.25541,29.27015,29.393,22.78368,25.50662,26.32351,25.49391,28.51082,25.29664,25.62996,23.69802,24.2888,25.13403,26.63821,24.88543,29.12618,22.14995,24.77239,26.96906,24.42821,21.30158,23.31127,20.87443,25.1221,25.92125,24.43898,26.26892,17.87128
