cell_line,treatment,replicate,Assay,time,Ct,Norm2ref
G,Control,2,ADAMTS1,3.0,25.91399,0.0328470944066
G,Control,2,ADAMTS1,4.0,26.43759,0.0261661176077
G,Control,2,ADAMTS1,8.0,26.5888,0.0279268294725
G,Control,2,ADAMTS1,12.0,25.90455,0.0347878484315
G,Control,2,ADAMTS1,24.0,27.2491,0.0147341835839
G,Control,2,ADAMTS1,48.0,26.96836,0.0168819559157
G,Control,2,ADAMTS1,72.0,26.29015,0.0321483710098
G,Control,2,ADAMTS1,96.0,26.74016,0.0290572166451
G,Control,2,ATP6AP1,0.5,24.77744,0.0780601538602
G,Control,2,ATP6AP1,1.0,24.65915,0.0876536102743
G,Control,2,ATP6AP1,2.0,24.72137,0.0924943214875
G,Control,2,ATP6AP1,3.0,24.21313,0.106784160352
G,Control,2,ATP6AP1,4.0,24.59107,0.094101640931
G,Control,2,ATP6AP1,8.0,25.00075,0.0839599783158
G,Control,2,ATP6AP1,12.0,24.59332,0.0863270957452
G,Control,2,ATP6AP1,24.0,25.0012,0.0699860373164
G,Control,2,ATP6AP1,48.0,24.50167,0.0933190785537
G,Control,2,ATP6AP1,72.0,24.73623,0.0943920683381
G,Control,2,ATP6AP1,96.0,24.6983,0.11965066546
G,Control,2,B2M,0.5,20.1899,1.87679375328
G,Control,2,B2M,1.0,20.23152,1.88633684715
G,Control,2,B2M,2.0,20.52431,1.69650843964
G,Control,2,B2M,3.0,20.08237,1.87063692186
G,Control,2,B2M,4.0,20.30724,1.83298336241
G,Control,2,B2M,8.0,20.43538,1.98785924103
G,Control,2,B2M,12.0,20.01649,2.06020409222
G,Control,2,B2M,24.0,19.87212,2.44916663357
G,Control,2,B2M,48.0,19.78413,2.45522607419
G,Control,2,B2M,72.0,20.17035,2.23564240785
G,Control,2,B2M,96.0,20.46656,2.24799733593
G,Control,2,BGN,0.5,24.80665,0.076495575584
G,Control,2,BGN,1.0,24.96979,0.0706737035806
G,Control,2,BGN,2.0,24.9321,0.0799243328692
G,Control,2,BGN,3.0,24.66726,0.077947122108
G,Control,2,BGN,4.0,25.18582,0.0623102662143
G,Control,2,BGN,8.0,25.03158,0.0821848114226
G,Control,2,BGN,12.0,24.98902,0.0656189929694
G,Control,2,BGN,24.0,24.97074,0.0714793801334
G,Control,2,BGN,48.0,24.95936,0.0679504008645
G,Control,2,BGN,72.0,25.07803,0.0744806486116
G,Control,2,BGN,96.0,25.26314,0.0808874856192
G,Control,2,BHLHE40,0.5,29.19297,0.00365782080868
G,Control,2,BHLHE40,1.0,28.47668,0.00621696996385
G,Control,2,BHLHE40,2.0,31.35189,0.00093353297709
G,Control,2,BHLHE40,3.0,29.47095,0.00279090661684
G,Control,2,BHLHE40,4.0,29.61082,0.00290069372814
G,Control,2,BHLHE40,8.0,30.13039,0.00239826301937
G,Control,2,BHLHE40,12.0,29.24892,0.00342508917048
G,Control,2,BHLHE40,24.0,30.24901,0.00184188784735
G,Control,2,BHLHE40,48.0,28.38628,0.00631809730806
G,Control,2,BHLHE40,72.0,29.4276,0.00365335951491
G,Control,2,BHLHE40,96.0,29.36712,0.00470392354145
G,Control,2,CAV1,0.5,21.01417,1.05995286908
G,Control,2,CAV1,1.0,20.80085,1.27125841517
G,Control,2,CAV1,2.0,20.73468,1.46631860247
G,Control,2,CAV1,3.0,20.64512,1.26644073739
G,Control,2,CAV1,4.0,20.79963,1.30296984077
G,Control,2,CAV1,8.0,21.00208,1.3421217996
G,Control,2,CAV1,12.0,20.63954,1.33768392043
G,Control,2,CAV1,24.0,21.27808,0.924234554354
G,Control,2,CAV1,48.0,21.12617,0.96849457466
G,Control,2,CAV1,72.0,21.4218,0.939027586567
G,Control,2,CAV1,96.0,21.45671,1.13169902575
G,Control,2,CDKN2A,0.5,25.79429,0.0385768757164
G,Control,2,CDKN2A,1.0,26.00259,0.0345425242483
G,Control,2,CDKN2A,2.0,26.03226,0.0372818847741
G,Control,2,CDKN2A,3.0,25.64121,0.039683678355
G,Control,2,CDKN2A,4.0,26.26281,0.0295361110157
G,Control,2,CDKN2A,8.0,25.7503,0.0499384759865
G,Control,2,CDKN2A,12.0,25.9561,0.0335667638284
G,Control,2,CDKN2A,24.0,27.15654,0.0157104785155
G,Control,2,CDKN2A,48.0,26.83949,0.0184593539542
G,Control,2,CDKN2A,72.0,26.99401,0.019736766309
G,Control,2,CDKN2A,96.0,26.51174,0.034042016904
G,Control,2,CDKN2B,0.5,31.02543,0.00102706280214
G,Control,2,CDKN2B,1.0,30.36719,0.00167678952425
G,Control,2,CDKN2B,2.0,31.96877,0.000608737813863
G,Control,2,CDKN2B,3.0,30.39795,0.00146787981792
G,Control,2,CDKN2B,4.0,31.46821,0.000800519236111
G,Control,2,CDKN2B,8.0,31.1948,0.00114677303665
G,Control,2,CDKN2B,24.0,31.26962,0.000907881065293
G,Control,2,CDKN2B,48.0,30.11436,0.00190713921146
G,Control,2,CDKN2B,72.0,30.1923,0.00215027880471
G,Control,2,CDKN2B,96.0,28.60886,0.00795644854536
G,Control,2,COL1A1,0.5,22.44637,0.392781835191
G,Control,2,COL1A1,1.0,22.69131,0.342885148812
G,Control,2,COL1A1,2.0,22.55197,0.416073008813
G,Control,2,COL1A1,3.0,22.41029,0.372576753856
G,Control,2,COL1A1,4.0,22.61385,0.370509821423
G,Control,2,COL1A1,8.0,22.64238,0.430538931459
G,Control,2,COL1A1,12.0,22.21053,0.450234109461
G,Control,2,COL1A1,24.0,21.97959,0.568337940516
G,Control,2,COL1A1,48.0,21.15368,0.950201818062
G,Control,2,COL1A1,72.0,21.21776,1.08168426303
G,Control,2,COL1A1,96.0,21.05243,1.49772248103
G,Control,2,COL1A2,0.5,21.31399,0.861056682256
G,Control,2,COL1A2,1.0,21.4699,0.799520718122
G,Control,2,COL1A2,2.0,21.48454,0.871962869158
G,Control,2,COL1A2,3.0,21.5462,0.678160926478
G,Control,2,COL1A2,4.0,21.4266,0.843718529455
G,Control,2,COL1A2,8.0,21.60834,0.881636344788
G,Control,2,COL1A2,12.0,21.33434,0.826414380362
G,Control,2,COL1A2,24.0,21.52233,0.780289252344
G,Control,2,COL1A2,48.0,20.85108,1.17194581828
G,Control,2,COL1A2,72.0,20.78828,1.45675619593
G,Control,2,COL1A2,96.0,20.68053,1.93813669439
G,Control,2,COL4A1,0.5,26.46252,0.0242755891033
G,Control,2,COL4A1,1.0,26.83896,0.0193455737111
G,Control,2,COL4A1,2.0,26.24628,0.0321418907198
G,Control,2,COL4A1,3.0,26.30239,0.025094405322
G,Control,2,COL4A1,4.0,26.55184,0.0241738939232
G,Control,2,COL4A1,8.0,27.41704,0.0157288347443
G,Control,2,COL4A1,12.0,26.84949,0.0180705880326
G,Control,2,COL4A1,24.0,26.19738,0.030543960104
G,Control,2,COL4A1,48.0,26.0026,0.0329720151304
G,Control,2,COL4A1,72.0,26.14995,0.0354293656953
G,Control,2,COL4A1,96.0,25.92382,0.0511678110212
G,Control,2,COL5A1,0.5,29.25208,0.00351098151672
G,Control,2,COL5A1,1.0,30.10058,0.00201714054643
G,Control,2,COL5A1,2.0,29.60058,0.00314287063878
G,Control,2,COL5A1,3.0,29.3505,0.00303392170043
G,Control,2,COL5A1,4.0,29.35849,0.0034551012186
G,Control,2,COL5A1,8.0,29.62389,0.00340697152329
G,Control,2,COL5A1,12.0,29.16235,0.0036369057737
G,Control,2,COL5A1,24.0,29.35531,0.00342210782696
G,Control,2,COL5A1,48.0,28.62214,0.0053651933253
G,Control,2,COL5A1,72.0,28.36073,0.00765336248537
G,Control,2,COL5A1,96.0,28.3024,0.00983949730243
G,Control,2,CTGF,0.5,25.86736,0.0366716786327
G,Control,2,CTGF,1.0,25.95922,0.0355967002927
G,Control,2,CTGF,2.0,25.98808,0.0384412379463
G,Control,2,CTGF,3.0,26.36303,0.0240614862364
G,Control,2,CTGF,4.0,26.92017,0.0187270010034
G,Control,2,CTGF,8.0,27.1736,0.0186199834944
G,Control,2,CTGF,12.0,26.10266,0.0303242813069
G,Control,2,CTGF,24.0,27.16943,0.0155707358259
G,Control,2,CTGF,48.0,27.54838,0.0112932604402
G,Control,2,CTGF,72.0,26.41623,0.0294581256201
G,Control,2,CTGF,96.0,26.52404,0.0337530182391
G,Control,2,DCN,0.5,19.51844,2.98913926997
G,Control,2,DCN,1.0,19.43041,3.28683110317
G,Control,2,DCN,2.0,19.43801,3.60217583757
G,Control,2,DCN,3.0,19.192,3.4675088586
G,Control,2,DCN,4.0,19.22334,3.88548230337
G,Control,2,DCN,8.0,19.53693,3.70549326852
G,Control,2,DCN,12.0,19.21071,3.60142351068
G,Control,2,DCN,24.0,19.11226,4.1472382623
G,Control,2,DCN,48.0,18.33329,6.71178206846
G,Control,2,DCN,72.0,18.63803,6.46660929392
G,Control,2,DCN,96.0,18.42447,9.25819099715
G,Control,2,ELN,8.0,32.46954,0.000473960879208
G,Control,2,ELN,12.0,30.82895,0.00114560647223
G,Control,2,ELN,48.0,31.2532,0.000866078774517
G,Control,2,ELN,72.0,29.932,0.00257544857143
G,Control,2,ELN,96.0,30.82889,0.00170774741748
G,Control,2,ENG,0.5,24.17726,0.118331831317
G,Control,2,ENG,1.0,24.57956,0.0926251204746
G,Control,2,ENG,2.0,24.59018,0.101299475336
G,Control,2,ENG,3.0,24.04743,0.119780882206
G,Control,2,ENG,4.0,24.32889,0.112855113252
G,Control,2,ENG,8.0,24.3512,0.131706239971
G,Control,2,ENG,12.0,24.46464,0.0943808034851
G,Control,2,ENG,24.0,24.6223,0.0910063443264
G,Control,2,ENG,48.0,24.19109,0.115734899248
G,Control,2,ENG,72.0,24.5373,0.108347625907
G,Control,2,ENG,96.0,24.76198,0.114484193291
G,Control,2,ETS1,0.5,27.4036,0.0126437665781
G,Control,2,ETS1,1.0,28.32383,0.00691180065409
G,Control,2,ETS1,2.0,27.61195,0.0124727950451
G,Control,2,ETS1,3.0,27.77451,0.00904533448543
G,Control,2,ETS1,4.0,27.32058,0.0141883800573
G,Control,2,ETS1,8.0,26.95672,0.0216404694188
G,Control,2,ETS1,12.0,28.21083,0.00703344524443
G,Control,2,ETS1,24.0,27.80504,0.0100223937517
G,Control,2,ETS1,48.0,26.71899,0.0200673770996
G,Control,2,ETS1,72.0,27.3183,0.0157635845916
G,Control,2,ETS1,96.0,27.95418,0.0125255722409
G,Control,2,FBLN1,0.5,19.29516,3.48947529228
G,Control,2,FBLN1,1.0,19.53533,3.05628127678
G,Control,2,FBLN1,2.0,19.45705,3.55494836982
G,Control,2,FBLN1,3.0,19.2641,3.29847590968
G,Control,2,FBLN1,4.0,19.35347,3.55035599421
G,Control,2,FBLN1,8.0,19.57673,3.60466603841
G,Control,2,FBLN1,12.0,19.14421,3.77131397208
G,Control,2,FBLN1,24.0,19.18979,3.93024959028
G,Control,2,FBLN1,48.0,18.49388,6.00475703323
G,Control,2,FBLN1,72.0,18.67406,6.30711153833
G,Control,2,FBLN1,96.0,18.53665,8.56557636169
G,Control,2,FBN1,0.5,22.78244,0.311160344977
G,Control,2,FBN1,1.0,22.8352,0.310336936808
G,Control,2,FBN1,2.0,22.64255,0.390752932941
G,Control,2,FBN1,3.0,22.54009,0.34051955806
G,Control,2,FBN1,4.0,22.64718,0.362048201914
G,Control,2,FBN1,8.0,22.50891,0.472270590884
G,Control,2,FBN1,12.0,22.2827,0.428265469315
G,Control,2,FBN1,24.0,22.33197,0.445173905193
G,Control,2,FBN1,48.0,21.71164,0.645435963732
G,Control,2,FBN1,72.0,21.80561,0.719680985459
G,Control,2,FBN1,96.0,21.61217,1.01609150129
G,Control,2,FGF2,0.5,25.92167,0.0353168410729
G,Control,2,FGF2,1.0,26.55615,0.0235350923471
G,Control,2,FGF2,2.0,26.81648,0.021648315899
G,Control,2,FGF2,3.0,25.99594,0.0310332707585
G,Control,2,FGF2,4.0,26.44993,0.0259432618399
G,Control,2,FGF2,8.0,27.0024,0.0209660021948
G,Control,2,FGF2,12.0,26.69753,0.0200778314116
G,Control,2,FGF2,24.0,26.33241,0.0278148846649
G,Control,2,FGF2,48.0,26.16278,0.0295070984539
G,Control,2,FGF2,72.0,26.81381,0.0223625643942
G,Control,2,FGF2,96.0,26.57527,0.0325754817734
G,Control,2,FN1,0.5,16.59383,22.6955904456
G,Control,2,FN1,1.0,16.61361,23.1589401203
G,Control,2,FN1,2.0,16.46047,28.3722489619
G,Control,2,FN1,3.0,16.50496,22.3304368272
G,Control,2,FN1,4.0,16.69109,22.4764719077
G,Control,2,FN1,8.0,16.78553,24.951689576
G,Control,2,FN1,12.0,16.55548,22.6870522246
G,Control,2,FN1,24.0,16.88383,19.4349424923
G,Control,2,FN1,48.0,16.76288,19.9332613986
G,Control,2,FN1,72.0,17.42058,15.0371520206
G,Control,2,FN1,96.0,17.70698,15.2234171372
G,Control,2,GADD45B,0.5,26.78285,0.0194419955485
G,Control,2,GADD45B,1.0,25.62376,0.0449151924012
G,Control,2,GADD45B,2.0,25.6103,0.0499482730086
G,Control,2,GADD45B,3.0,26.33782,0.0244856374996
G,Control,2,GADD45B,4.0,25.96825,0.0362263607188
G,Control,2,GADD45B,8.0,25.94086,0.0437593647256
G,Control,2,GADD45B,12.0,26.04613,0.0315360824531
G,Control,2,GADD45B,24.0,26.84408,0.0195096395463
G,Control,2,GADD45B,48.0,27.18948,0.0144830159582
G,Control,2,GADD45B,72.0,26.56509,0.0265701364471
G,Control,2,GADD45B,96.0,26.91193,0.0257956270341
G,Control,2,GUSB,0.5,26.40496,0.0252637063325
G,Control,2,GUSB,1.0,26.77623,0.020205296382
G,Control,2,GUSB,2.0,26.82657,0.0214974389363
G,Control,2,GUSB,3.0,26.82377,0.0174833998153
G,Control,2,GUSB,4.0,26.72757,0.0214016181431
G,Control,2,GUSB,8.0,26.84105,0.023446974803
G,Control,2,GUSB,12.0,26.87761,0.0177217792147
G,Control,2,GUSB,24.0,26.40986,0.0263610369765
G,Control,2,GUSB,48.0,26.3761,0.0254513478779
G,Control,2,GUSB,72.0,26.24273,0.0332226150511
G,Control,2,GUSB,96.0,26.2784,0.0400182066201
G,Control,2,HAS2,0.5,28.66075,0.00528976782271
G,Control,2,HAS2,1.0,28.35839,0.00674819474528
G,Control,2,HAS2,2.0,28.56132,0.0064591435869
G,Control,2,HAS2,3.0,28.7005,0.00476073344084
G,Control,2,HAS2,4.0,28.72804,0.00534866176931
G,Control,2,HAS2,8.0,29.05215,0.00506383321749
G,Control,2,HAS2,12.0,28.86673,0.00446398304759
G,Control,2,HAS2,24.0,28.1042,0.00814545460072
G,Control,2,HAS2,48.0,28.44606,0.00606164833473
G,Control,2,HAS2,72.0,26.79407,0.0226706481268
G,Control,2,HAS2,96.0,26.75801,0.0286999160247
G,Control,2,ID1,0.5,29.55698,0.00284213365602
G,Control,2,ID1,1.0,30.38525,0.001655929909
G,Control,2,ID1,2.0,30.60868,0.00156263722962
G,Control,2,ID1,3.0,29.96115,0.0019869200921
G,Control,2,ID1,4.0,29.75204,0.00263020997169
G,Control,2,ID1,8.0,29.80509,0.00300484357352
G,Control,2,ID1,12.0,29.10075,0.00379555681838
G,Control,2,ID1,24.0,29.3278,0.00348798834238
G,Control,2,ID1,48.0,30.60311,0.00135910805095
G,Control,2,ID1,72.0,29.70856,0.00300687257644
G,Control,2,ID1,96.0,28.65684,0.00769619103684
G,Control,2,IL6,0.5,29.82133,0.00236628591215
G,Control,2,IL6,1.0,30.51309,0.00151550814811
G,Control,2,IL6,2.0,30.81757,0.00135199788217
G,Control,2,IL6,3.0,28.97876,0.00392562905083
G,Control,2,IL6,4.0,29.11338,0.00409492768776
G,Control,2,IL6,8.0,27.98932,0.010578475964
G,Control,2,IL6,12.0,28.41282,0.00611452974448
G,Control,2,IL6,24.0,28.43247,0.00648778143718
G,Control,2,IL6,48.0,29.2197,0.00354569921659
G,Control,2,IL6,72.0,29.18347,0.00432695984244
G,Control,2,IL6,96.0,27.92561,0.0127760911936
G,Control,2,ITGA1,0.5,27.13905,0.0151884674536
G,Control,2,ITGA1,1.0,27.20573,0.0150028180449
G,Control,2,ITGA1,2.0,28.06933,0.00908403265194
G,Control,2,ITGA1,3.0,27.31088,0.0124735814735
G,Control,2,ITGA1,4.0,27.27314,0.0146626907905
G,Control,2,ITGA1,8.0,27.36256,0.0163341546711
G,Control,2,ITGA1,12.0,27.24163,0.0137697603748
G,Control,2,ITGA1,24.0,26.64741,0.0223590225953
G,Control,2,ITGA1,48.0,26.57164,0.0222252872002
G,Control,2,ITGA1,72.0,27.37436,0.0151627941866
G,Control,2,ITGA1,96.0,26.88188,0.0263385608012
G,Control,2,ITGA2,0.5,27.37998,0.0128524758959
G,Control,2,ITGA2,1.0,27.86267,0.00951511840131
G,Control,2,ITGA2,2.0,27.57538,0.0127930015631
G,Control,2,ITGA2,3.0,27.16982,0.0137548056782
G,Control,2,ITGA2,4.0,26.77947,0.020645392988
G,Control,2,ITGA2,8.0,27.61002,0.0137595357504
G,Control,2,ITGA2,12.0,27.12489,0.0149303030959
G,Control,2,ITGA2,24.0,27.11071,0.0162175639016
G,Control,2,ITGA2,48.0,26.41942,0.0246984766474
G,Control,2,ITGA2,72.0,27.09742,0.0183715791032
G,Control,2,ITGA2,96.0,26.70206,0.0298348084769
G,Control,2,JUN,0.5,24.11577,0.123484350046
G,Control,2,JUN,1.0,24.33727,0.109563360286
G,Control,2,JUN,2.0,23.97351,0.15532571571
G,Control,2,JUN,3.0,23.97748,0.125731632829
G,Control,2,JUN,4.0,24.02785,0.13904113709
G,Control,2,JUN,8.0,24.47515,0.12086308727
G,Control,2,JUN,12.0,23.8758,0.141952214784
G,Control,2,JUN,24.0,23.84495,0.155983024304
G,Control,2,JUN,48.0,23.76085,0.155947882884
G,Control,2,JUN,72.0,24.00655,0.15652765169
G,Control,2,JUN,96.0,24.15262,0.17465505764
G,Control,2,JUNB,0.5,27.52619,0.0116137695026
G,Control,2,JUNB,1.0,28.00579,0.00861649784671
G,Control,2,JUNB,2.0,27.96107,0.00979192760488
G,Control,2,JUNB,3.0,26.48161,0.022162886
G,Control,2,JUNB,4.0,27.45796,0.0128996317458
G,Control,2,JUNB,8.0,27.69063,0.0130118111976
G,Control,2,JUNB,12.0,26.99144,0.0163772537186
G,Control,2,JUNB,24.0,27.57939,0.0117192246498
G,Control,2,JUNB,48.0,27.73069,0.00995264618529
G,Control,2,JUNB,72.0,26.87449,0.0214414970203
G,Control,2,JUNB,96.0,27.36705,0.0188166071311
G,Control,2,LARP6,0.5,25.08195,0.0632066479592
G,Control,2,LARP6,1.0,24.763,0.0815657517959
G,Control,2,LARP6,2.0,24.83809,0.0853058568903
G,Control,2,LARP6,3.0,24.99355,0.062169447515
G,Control,2,LARP6,4.0,25.01457,0.0701634593641
G,Control,2,LARP6,8.0,25.1064,0.0780312382624
G,Control,2,LARP6,12.0,24.87215,0.0711559033807
G,Control,2,LARP6,24.0,25.19428,0.0612193243862
G,Control,2,LARP6,48.0,24.60709,0.0867432839408
G,Control,2,LARP6,72.0,25.24874,0.0661690073414
G,Control,2,LARP6,96.0,24.94729,0.100684277914
G,Control,2,LOXL1,0.5,24.67858,0.0835967181776
G,Control,2,LOXL1,1.0,25.13566,0.0629978902148
G,Control,2,LOXL1,2.0,24.9598,0.0784044096295
G,Control,2,LOXL1,3.0,24.8679,0.0678268154454
G,Control,2,LOXL1,4.0,24.93974,0.0738987458686
G,Control,2,LOXL1,8.0,24.99188,0.0844777724791
G,Control,2,LOXL1,12.0,24.5118,0.0913454870287
G,Control,2,LOXL1,24.0,24.52579,0.0973025169075
G,Control,2,LOXL1,48.0,24.05438,0.127238385152
G,Control,2,LOXL1,72.0,24.11743,0.14494821245
G,Control,2,LOXL1,96.0,24.20782,0.168098682903
G,Control,2,LOXL2,0.5,25.68183,0.0417043047201
G,Control,2,LOXL2,1.0,26.18637,0.0304110054138
G,Control,2,LOXL2,2.0,26.33508,0.0302231660047
G,Control,2,LOXL2,3.0,26.0708,0.0294640501525
G,Control,2,LOXL2,4.0,26.29256,0.0289332799616
G,Control,2,LOXL2,8.0,26.70132,0.0258315066751
G,Control,2,LOXL2,12.0,26.04154,0.0316365757133
G,Control,2,LOXL2,24.0,26.49984,0.0247671372753
G,Control,2,LOXL2,48.0,27.07198,0.0157119480213
G,Control,2,LOXL2,72.0,26.54928,0.0268629107334
G,Control,2,LOXL2,96.0,26.88611,0.0262614489115
G,Control,2,LTBP2,0.5,23.348,0.210248894031
G,Control,2,LTBP2,1.0,23.62693,0.179266438592
G,Control,2,LTBP2,2.0,23.53365,0.210695091125
G,Control,2,LTBP2,3.0,23.28624,0.203015188086
G,Control,2,LTBP2,4.0,23.81809,0.160800488107
G,Control,2,LTBP2,8.0,23.675,0.210456737895
G,Control,2,LTBP2,12.0,23.46967,0.188104629855
G,Control,2,LTBP2,24.0,23.60938,0.183650016864
G,Control,2,LTBP2,48.0,23.59605,0.174819239458
G,Control,2,LTBP2,72.0,23.63303,0.202783116722
G,Control,2,LTBP2,96.0,23.84053,0.216835116545
G,Control,2,MMP1,0.5,20.14123,1.94118836303
G,Control,2,MMP1,1.0,20.09381,2.07526751964
G,Control,2,MMP1,2.0,20.3108,1.96711132568
G,Control,2,MMP1,3.0,20.03535,1.93260870957
G,Control,2,MMP1,4.0,20.4648,1.64334306676
G,Control,2,MMP1,8.0,20.71877,1.63334052895
G,Control,2,MMP1,12.0,20.76975,1.22223971369
G,Control,2,MMP1,24.0,21.43133,0.831092483691
G,Control,2,MMP1,48.0,22.47058,0.381407699343
G,Control,2,MMP1,72.0,24.16788,0.139967079405
G,Control,2,MMP1,96.0,25.0234,0.0955103126637
G,Control,2,MMP13,0.5,29.65001,0.0026646469578
G,Control,2,MMP13,1.0,31.55302,0.000737069010996
G,Control,2,MMP13,2.0,30.72606,0.00144053318105
G,Control,2,MMP13,3.0,28.38332,0.00593136376209
G,Control,2,MMP13,4.0,29.50584,0.00311963658541
G,Control,2,MMP13,8.0,31.72544,0.000793850853789
G,Control,2,MMP13,12.0,29.0919,0.0038189116622
G,Control,2,MMP13,24.0,31.42268,0.000816494582373
G,Control,2,MMP13,48.0,28.69724,0.00509305097513
G,Control,2,MMP13,72.0,28.62607,0.00636761774303
G,Control,2,MMP13,96.0,29.1087,0.00562668270507
G,Control,2,MMP14,0.5,22.93472,0.279990564773
G,Control,2,MMP14,1.0,22.80386,0.317152215214
G,Control,2,MMP14,2.0,22.82261,0.344904440246
G,Control,2,MMP14,3.0,22.40794,0.373184137141
G,Control,2,MMP14,4.0,22.63963,0.363947861097
G,Control,2,MMP14,8.0,23.07885,0.318142629607
G,Control,2,MMP14,12.0,23.03033,0.255066840931
G,Control,2,MMP14,24.0,22.87522,0.305488702684
G,Control,2,MMP14,48.0,22.48265,0.378230044389
G,Control,2,MMP14,72.0,22.50161,0.44424561677
G,Control,2,MMP14,96.0,22.31191,0.625590420291
G,Control,2,MMP2,0.5,20.41946,1.60070795579
G,Control,2,MMP2,1.0,20.81812,1.25613134441
G,Control,2,MMP2,2.0,20.63193,1.5745598618
G,Control,2,MMP2,3.0,20.40358,1.49725460371
G,Control,2,MMP2,4.0,20.708,1.38841002849
G,Control,2,MMP2,8.0,20.82175,1.52081598836
G,Control,2,MMP2,12.0,20.45006,1.52543135944
G,Control,2,MMP2,24.0,20.56322,1.51696829545
G,Control,2,MMP2,48.0,20.22483,1.80895418832
G,Control,2,MMP2,72.0,20.73711,1.50935215376
G,Control,2,MMP2,96.0,20.59974,2.04976756837
G,Control,2,NOX4,0.5,29.63413,0.00269413921459
G,Control,2,NOX4,1.0,30.75608,0.00128059262698
G,Control,2,NOX4,2.0,28.40979,0.00717447314434
G,Control,2,NOX4,3.0,30.4725,0.00139395486899
G,Control,2,NOX4,4.0,30.21208,0.00191207349214
G,Control,2,NOX4,8.0,29.9946,0.00263495785892
G,Control,2,NOX4,12.0,29.20175,0.00353892588596
G,Control,2,NOX4,24.0,29.7274,0.00264413386512
G,Control,2,NOX4,48.0,30.39331,0.00157184630391
G,Control,2,NOX4,72.0,28.36227,0.00764519728789
G,Control,2,NOX4,96.0,29.01967,0.00598484801523
G,Control,2,PDGFA,0.5,29.49273,0.00297156801233
G,Control,2,PDGFA,1.0,29.96792,0.00221141778707
G,Control,2,PDGFA,2.0,30.45102,0.0017430849623
G,Control,2,PDGFA,3.0,29.96892,0.00197624779505
G,Control,2,PDGFA,4.0,30.32261,0.00177105372327
G,Control,2,PDGFA,8.0,31.62225,0.000852711659764
G,Control,2,PDGFA,12.0,29.63434,0.00262209789388
G,Control,2,PDGFA,24.0,28.77526,0.00511571260789
G,Control,2,PDGFA,48.0,28.96647,0.00422602164604
G,Control,2,PDGFA,72.0,29.57563,0.00329709105809
G,Control,2,PDGFA,96.0,29.56677,0.00409599686323
G,Control,2,PMEPA1,0.5,28.90158,0.00447650997578
G,Control,2,PMEPA1,1.0,28.18039,0.00763433031344
G,Control,2,PMEPA1,2.0,28.78679,0.0055246110267
G,Control,2,PMEPA1,3.0,28.68951,0.00479713770263
G,Control,2,PMEPA1,4.0,27.86347,0.00973882672484
G,Control,2,PMEPA1,8.0,27.93591,0.010977441103
G,Control,2,PMEPA1,12.0,27.54759,0.0111384111567
G,Control,2,PMEPA1,24.0,29.10229,0.00407812280009
G,Control,2,PMEPA1,48.0,28.36037,0.00643259187126
G,Control,2,PMEPA1,72.0,28.39352,0.00748137647508
G,Control,2,PMEPA1,96.0,27.74188,0.0145112974458
G,Control,2,PPIA,0.5,22.0473,0.517944749998
G,Control,2,PPIA,1.0,22.10413,0.515118880249
G,Control,2,PPIA,2.0,22.07778,0.577982856597
G,Control,2,PPIA,3.0,21.93008,0.519724713765
G,Control,2,PPIA,4.0,22.09326,0.531511823824
G,Control,2,PPIA,8.0,22.46589,0.486565388618
G,Control,2,PPIA,12.0,22.15639,0.467451069504
G,Control,2,PPIA,24.0,22.54074,0.385197683877
G,Control,2,PPIA,48.0,22.46072,0.384023332023
G,Control,2,PPIA,72.0,22.55852,0.427062594729
G,Control,2,PPIA,96.0,22.87057,0.424733652467
G,Control,2,PPP3CA,0.5,24.69567,0.0826122833043
G,Control,2,PPP3CA,1.0,25.3547,0.0541238142655
G,Control,2,PPP3CA,2.0,25.61208,0.0498866847321
G,Control,2,PPP3CA,3.0,25.21694,0.0532512635472
G,Control,2,PPP3CA,4.0,25.17194,0.0629126390196
G,Control,2,PPP3CA,8.0,25.43753,0.0620280939823
G,Control,2,PPP3CA,12.0,24.70336,0.0799874385817
G,Control,2,PPP3CA,24.0,24.80621,0.0801141525098
G,Control,2,PPP3CA,48.0,24.8332,0.0741600420507
G,Control,2,PPP3CA,72.0,25.33516,0.0623217453187
G,Control,2,PPP3CA,96.0,25.53341,0.0670690197117
G,Control,2,PSMD14,0.5,26.48971,0.023822359393
G,Control,2,PSMD14,1.0,26.46585,0.0250552600887
G,Control,2,PSMD14,2.0,26.2735,0.0315411398261
G,Control,2,PSMD14,3.0,26.56057,0.0209824880338
G,Control,2,PSMD14,4.0,26.52381,0.0246481587719
G,Control,2,PSMD14,8.0,26.78985,0.0242940293877
G,Control,2,PSMD14,12.0,26.59125,0.0216127620078
G,Control,2,PSMD14,24.0,26.0619,0.0335512641008
G,Control,2,PSMD14,48.0,26.00357,0.0329498537558
G,Control,2,PSMD14,72.0,26.46248,0.0285287322152
G,Control,2,PSMD14,96.0,26.71981,0.0294699888704
G,Control,2,PTEN,0.5,25.35098,0.0524537641579
G,Control,2,PTEN,1.0,25.39683,0.0525661295815
G,Control,2,PTEN,2.0,25.5404,0.0524279013442
G,Control,2,PTEN,3.0,25.24168,0.052345871545
G,Control,2,PTEN,4.0,25.53554,0.0488971331013
G,Control,2,PTEN,8.0,25.56109,0.056936815075
G,Control,2,PTEN,12.0,25.38268,0.0499489189351
