cell_line,treatment,replicate,Assay,time,Ct,Norm2ref
C,TGFb,2,SPARC,72.0,18.85317,11.6860922116
C,TGFb,2,SPARC,96.0,18.81772,11.5304677551
C,TGFb,2,TGFB1,0.5,25.21961,0.0737349014396
C,TGFb,2,TGFB1,1.0,25.18961,0.0710810482501
C,TGFb,2,TGFB1,2.0,24.36677,0.12536708361
C,TGFb,2,TGFB1,3.0,24.1317,0.150084546034
C,TGFb,2,TGFB1,4.0,23.86079,0.179200283248
C,TGFb,2,TGFB1,8.0,24.17638,0.17232620592
C,TGFb,2,TGFB1,12.0,24.23809,0.140854340293
C,TGFb,2,TGFB1,24.0,24.32884,0.11557675483
C,TGFb,2,TGFB1,48.0,24.56522,0.154399602305
C,TGFb,2,TGFB1,72.0,25.00001,0.16492484718
C,TGFb,2,TGFB1,96.0,24.91266,0.168689155424
C,TGFb,2,TGFBR1,0.5,26.60386,0.0282470001713
C,TGFb,2,TGFBR1,1.0,26.90975,0.0215744675897
C,TGFb,2,TGFBR1,2.0,25.75485,0.047899370588
C,TGFb,2,TGFBR1,3.0,25.60803,0.0539406732159
C,TGFb,2,TGFBR1,4.0,25.01082,0.0807504899122
C,TGFb,2,TGFBR1,8.0,25.93936,0.0507740100412
C,TGFb,2,TGFBR1,12.0,25.25531,0.0695915487417
C,TGFb,2,TGFBR1,24.0,24.46612,0.10508605735
C,TGFb,2,TGFBR1,48.0,23.15916,0.409178129853
C,TGFb,2,TGFBR1,72.0,23.64149,0.422903578494
C,TGFb,2,TGFBR1,96.0,23.44348,0.467040360514
C,TGFb,2,TGFBR2,0.5,23.96212,0.17628498106
C,TGFb,2,TGFBR2,1.0,23.67884,0.2025540403
C,TGFb,2,TGFBR2,2.0,24.01136,0.160388266625
C,TGFb,2,TGFBR2,3.0,23.61585,0.214596334327
C,TGFb,2,TGFBR2,4.0,23.35924,0.2536998942
C,TGFb,2,TGFBR2,8.0,24.17082,0.172991614982
C,TGFb,2,TGFBR2,12.0,23.95857,0.170967727182
C,TGFb,2,TGFBR2,24.0,24.07178,0.138118949594
C,TGFb,2,TGFBR2,48.0,25.22974,0.0974104892561
C,TGFb,2,TGFBR2,72.0,24.69192,0.204188097046
C,TGFb,2,TGFBR2,96.0,24.80763,0.18142801304
C,TGFb,2,THBS1,0.5,21.59897,0.906972976996
C,TGFb,2,THBS1,1.0,21.55792,0.881051812145
C,TGFb,2,THBS1,2.0,21.46745,0.935332037096
C,TGFb,2,THBS1,3.0,21.70182,0.808728488202
C,TGFb,2,THBS1,4.0,21.18431,1.14561701319
C,TGFb,2,THBS1,8.0,21.38465,1.19328943659
C,TGFb,2,THBS1,12.0,20.93431,1.39093588906
C,TGFb,2,THBS1,24.0,20.65196,1.47816075156
C,TGFb,2,THBS1,48.0,20.461,2.65545842417
C,TGFb,2,THBS1,72.0,20.71878,3.20674730683
C,TGFb,2,THBS1,96.0,20.65677,3.2228323334
C,TGFb,2,THBS2,0.5,23.03538,0.335113444304
C,TGFb,2,THBS2,1.0,23.07031,0.308835128695
C,TGFb,2,THBS2,2.0,23.31249,0.260347509115
C,TGFb,2,THBS2,3.0,22.99744,0.329444497968
C,TGFb,2,THBS2,4.0,22.94473,0.33814286625
C,TGFb,2,THBS2,8.0,23.34256,0.307153987193
C,TGFb,2,THBS2,12.0,22.96968,0.33931236851
C,TGFb,2,THBS2,24.0,22.67894,0.36269359483
C,TGFb,2,THBS2,48.0,22.13747,0.830752676858
C,TGFb,2,THBS2,72.0,21.43822,1.94756391217
C,TGFb,2,THBS2,96.0,21.20003,2.21156728356
C,TGFb,2,TIMP1,0.5,20.08941,2.5823623893
C,TGFb,2,TIMP1,1.0,20.09314,2.43189133792
C,TGFb,2,TIMP1,2.0,20.19179,2.26452820564
C,TGFb,2,TIMP1,3.0,20.28335,2.16174647636
C,TGFb,2,TIMP1,4.0,20.12107,2.39390321046
C,TGFb,2,TIMP1,8.0,20.2794,2.5671970133
C,TGFb,2,TIMP1,12.0,20.2872,2.17824453683
C,TGFb,2,TIMP1,24.0,20.41289,1.74457203943
C,TGFb,2,TIMP1,48.0,20.98727,1.84381120695
C,TGFb,2,TIMP1,72.0,21.27058,2.18754193449
C,TGFb,2,TIMP1,96.0,21.27817,2.09496934661
C,TGFb,2,TIMP3,0.5,23.73258,0.206687274542
C,TGFb,2,TIMP3,1.0,23.79901,0.18636576476
C,TGFb,2,TIMP3,2.0,23.60579,0.212452247201
C,TGFb,2,TIMP3,3.0,23.48913,0.23429812885
C,TGFb,2,TIMP3,4.0,23.36239,0.253146566687
C,TGFb,2,TIMP3,8.0,23.61619,0.254088681479
C,TGFb,2,TIMP3,12.0,23.93526,0.173752534179
C,TGFb,2,TIMP3,24.0,23.86443,0.159467371733
C,TGFb,2,TIMP3,48.0,22.6258,0.592201866083
C,TGFb,2,TIMP3,72.0,22.22409,1.12959113632
C,TGFb,2,TIMP3,96.0,21.4864,1.81340244435
C,TGFb,2,TP53BP1,0.5,24.78547,0.0996236080369
C,TGFb,2,TP53BP1,1.0,24.67849,0.101301593089
C,TGFb,2,TP53BP1,2.0,24.83711,0.0904892679686
C,TGFb,2,TP53BP1,3.0,25.06798,0.0784309745851
C,TGFb,2,TP53BP1,4.0,25.03006,0.0796807381651
C,TGFb,2,TP53BP1,8.0,25.36343,0.0756856717671
C,TGFb,2,TP53BP1,12.0,24.86544,0.0911840895459
C,TGFb,2,TP53BP1,24.0,25.99499,0.0364174362696
C,TGFb,2,TP53BP1,48.0,25.09661,0.106827200621
C,TGFb,2,TP53BP1,72.0,25.61822,0.107445031296
C,TGFb,2,TP53BP1,96.0,25.30617,0.128418871822
C,TGFb,2,VCAN,0.5,24.04465,0.166483542267
C,TGFb,2,VCAN,1.0,24.36514,0.125876316101
C,TGFb,2,VCAN,2.0,23.92047,0.170817833805
C,TGFb,2,VCAN,3.0,23.72629,0.198781766858
C,TGFb,2,VCAN,4.0,23.60605,0.21380756766
C,TGFb,2,VCAN,8.0,22.90344,0.416432339699
C,TGFb,2,VCAN,12.0,22.59045,0.441325778478
C,TGFb,2,VCAN,24.0,22.44117,0.4276768947
C,TGFb,2,VCAN,48.0,23.60848,0.29967714007
C,TGFb,2,VCAN,72.0,24.04758,0.319150911489
C,TGFb,2,VCAN,96.0,23.80607,0.363248597992
C,TGFb,2,VEGFA,0.5,27.6352,0.0138200004393
C,TGFb,2,VEGFA,1.0,26.77194,0.0237369563295
C,TGFb,2,VEGFA,2.0,26.0188,0.0398908177525
C,TGFb,2,VEGFA,3.0,26.01687,0.0406296666389
C,TGFb,2,VEGFA,4.0,26.43443,0.0301020348178
C,TGFb,2,VEGFA,8.0,27.41104,0.0183071879635
C,TGFb,2,VEGFA,12.0,26.83094,0.0233477271661
C,TGFb,2,VEGFA,24.0,26.47016,0.0261980487436
C,TGFb,2,VEGFA,48.0,24.73851,0.136924350464
C,TGFb,2,VEGFA,72.0,24.5666,0.222718093723
C,TGFb,2,VEGFA,96.0,24.54088,0.21827504963
C,TGFb,2,VIM,0.5,17.79329,12.6828887057
C,TGFb,2,VIM,1.0,17.65227,13.2044176174
C,TGFb,2,VIM,2.0,17.80492,11.8439673122
C,TGFb,2,VIM,3.0,17.75017,12.5131866933
C,TGFb,2,VIM,4.0,17.6056,13.6879531592
C,TGFb,2,VIM,8.0,17.8965,13.3900924483
C,TGFb,2,VIM,12.0,18.00773,10.5753677289
C,TGFb,2,VIM,24.0,18.4123,6.98114256
C,TGFb,2,VIM,48.0,19.07794,6.92599305893
C,TGFb,2,VIM,72.0,19.52285,7.34641640955
C,TGFb,2,VIM,96.0,19.65426,6.45688859133
C,TGFb,3,ACTA2,0.5,24.7755,0.0845143761778
C,TGFb,3,ACTA2,1.0,24.72604,0.0956444382134
C,TGFb,3,ACTA2,2.0,25.10237,0.0845603870222
C,TGFb,3,ACTA2,3.0,25.07291,0.0863605816025
C,TGFb,3,ACTA2,4.0,24.99332,0.0846588646164
C,TGFb,3,ACTA2,8.0,24.98592,0.0901110146467
C,TGFb,3,ACTA2,12.0,24.43057,0.152885851152
C,TGFb,3,ACTA2,24.0,22.24417,0.70529910436
C,TGFb,3,ACTA2,48.0,20.0858,3.0575367025
C,TGFb,3,ACTA2,72.0,19.59092,5.84405456307
C,TGFb,3,ACTA2,96.0,20.14814,4.64906977071
C,TGFb,3,ADAMTS1,0.5,23.95656,0.149092602207
C,TGFb,3,ADAMTS1,1.0,24.35865,0.123382944598
C,TGFb,3,ADAMTS1,2.0,25.61095,0.0594386759856
C,TGFb,3,ADAMTS1,3.0,26.15641,0.040752059167
C,TGFb,3,ADAMTS1,4.0,24.66607,0.106214670412
C,TGFb,3,ADAMTS1,8.0,24.41547,0.133813657359
C,TGFb,3,ADAMTS1,12.0,24.42658,0.153309266255
C,TGFb,3,ADAMTS1,24.0,24.43327,0.154663761717
C,TGFb,3,ADAMTS1,48.0,24.97595,0.103107402386
C,TGFb,3,ADAMTS1,72.0,25.47766,0.0987708850636
C,TGFb,3,ADAMTS1,96.0,25.17583,0.142521559219
C,TGFb,3,ATP6AP1,0.5,25.1225,0.0664466639854
C,TGFb,3,ATP6AP1,1.0,24.80264,0.0906986500105
C,TGFb,3,ATP6AP1,2.0,25.01544,0.0898122340668
C,TGFb,3,ATP6AP1,3.0,25.30612,0.0734703913494
C,TGFb,3,ATP6AP1,4.0,25.56581,0.0569292913138
C,TGFb,3,ATP6AP1,8.0,24.93053,0.0936379573576
C,TGFb,3,ATP6AP1,12.0,25.18231,0.0907968969557
C,TGFb,3,ATP6AP1,24.0,25.56845,0.0704150250889
C,TGFb,3,ATP6AP1,48.0,25.37505,0.078189560938
C,TGFb,3,ATP6AP1,72.0,24.79528,0.15850603191
C,TGFb,3,ATP6AP1,96.0,24.76389,0.189621187234
C,TGFb,3,B2M,0.5,20.19016,2.02887583966
C,TGFb,3,B2M,1.0,20.35512,1.9789633409
C,TGFb,3,B2M,2.0,20.47651,2.08780329066
C,TGFb,3,B2M,3.0,20.48432,2.07787197803
C,TGFb,3,B2M,4.0,20.49498,1.91340855074
C,TGFb,3,B2M,8.0,20.51159,2.003020621
C,TGFb,3,B2M,12.0,20.6787,2.05964658085
C,TGFb,3,B2M,24.0,20.75929,1.97408910801
C,TGFb,3,B2M,48.0,20.96668,1.66035279049
C,TGFb,3,B2M,72.0,21.72857,1.3280593747
C,TGFb,3,B2M,96.0,22.088,1.21174159636
C,TGFb,3,BGN,0.5,23.7646,0.170310652485
C,TGFb,3,BGN,1.0,23.69246,0.195793515155
C,TGFb,3,BGN,2.0,23.59076,0.241105386925
C,TGFb,3,BGN,3.0,23.66602,0.228997978753
C,TGFb,3,BGN,4.0,23.58548,0.224633492217
C,TGFb,3,BGN,8.0,23.08381,0.336798419576
C,TGFb,3,BGN,12.0,22.93408,0.43137569661
C,TGFb,3,BGN,24.0,22.17493,0.739974321651
C,TGFb,3,BGN,48.0,21.17274,1.43936234012
C,TGFb,3,BGN,72.0,21.02587,2.16148024089
C,TGFb,3,BGN,96.0,21.17305,2.28474329262
C,TGFb,3,BHLHE40,0.5,28.96659,0.00462686454783
C,TGFb,3,BHLHE40,1.0,26.30383,0.0320403759822
C,TGFb,3,BHLHE40,2.0,24.63095,0.117240732338
C,TGFb,3,BHLHE40,3.0,25.00068,0.0907943774292
C,TGFb,3,BHLHE40,4.0,27.07158,0.0200472054389
C,TGFb,3,BHLHE40,8.0,26.78928,0.0258173954439
C,TGFb,3,BHLHE40,12.0,26.96829,0.0263291873498
C,TGFb,3,BHLHE40,24.0,26.06091,0.0500518468115
C,TGFb,3,BHLHE40,48.0,25.75354,0.0601467175843
C,TGFb,3,BHLHE40,72.0,25.47816,0.0987366596145
C,TGFb,3,CAV1,0.5,21.33927,0.914826828075
C,TGFb,3,CAV1,1.0,21.12988,1.1566760675
C,TGFb,3,CAV1,2.0,21.34536,1.14324593546
C,TGFb,3,CAV1,3.0,21.407,1.09613597099
C,TGFb,3,CAV1,4.0,21.41806,1.00909706272
C,TGFb,3,CAV1,8.0,21.57174,0.960613023871
C,TGFb,3,CAV1,12.0,21.85061,0.914139853196
C,TGFb,3,CAV1,24.0,22.00425,0.832906878917
C,TGFb,3,CAV1,48.0,22.21083,0.700928804053
C,TGFb,3,CAV1,72.0,21.94883,1.14002040564
C,TGFb,3,CAV1,96.0,22.07072,1.22634260006
C,TGFb,3,CDKN2A,0.5,26.33121,0.028748501723
C,TGFb,3,CDKN2A,1.0,26.66413,0.0249595353552
C,TGFb,3,CDKN2A,2.0,26.94109,0.0236405234443
C,TGFb,3,CDKN2A,3.0,26.61645,0.0296253656256
C,TGFb,3,CDKN2A,4.0,26.82399,0.0238004877668
C,TGFb,3,CDKN2A,8.0,27.06395,0.0213416757846
C,TGFb,3,CDKN2A,12.0,27.27444,0.0212949743669
C,TGFb,3,CDKN2A,24.0,26.68153,0.0325532887759
C,TGFb,3,CDKN2A,48.0,27.31061,0.0204402948422
C,TGFb,3,CDKN2A,72.0,27.0765,0.0326084493585
C,TGFb,3,CDKN2A,96.0,27.12254,0.0369711076457
C,TGFb,3,CDKN2B,0.5,29.98466,0.00228463685265
C,TGFb,3,CDKN2B,1.0,29.95924,0.00254278445219
C,TGFb,3,CDKN2B,2.0,29.96775,0.00290095933974
C,TGFb,3,CDKN2B,3.0,28.42013,0.00848597868115
C,TGFb,3,CDKN2B,4.0,28.29771,0.00856942993677
C,TGFb,3,CDKN2B,8.0,28.12343,0.0102398420613
C,TGFb,3,CDKN2B,12.0,27.24611,0.021717273534
C,TGFb,3,CDKN2B,24.0,27.07018,0.0248656354909
C,TGFb,3,CDKN2B,48.0,27.10904,0.023505298579
C,TGFb,3,CDKN2B,72.0,27.5781,0.0230320980817
C,TGFb,3,CDKN2B,96.0,26.96309,0.0412915984166
C,TGFb,3,COL1A1,0.5,20.78256,1.34562888509
C,TGFb,3,COL1A1,1.0,20.62164,1.64515656476
C,TGFb,3,COL1A1,2.0,20.17925,2.56551025079
C,TGFb,3,COL1A1,3.0,19.94974,3.00983994311
C,TGFb,3,COL1A1,4.0,19.97744,2.7390677491
C,TGFb,3,COL1A1,8.0,19.64738,3.64618376428
C,TGFb,3,COL1A1,12.0,19.23172,5.61535333231
C,TGFb,3,COL1A1,24.0,18.05712,12.8469778605
C,TGFb,3,COL1A1,48.0,17.30097,21.0711889634
C,TGFb,3,COL1A1,72.0,16.67864,43.9944505211
C,TGFb,3,COL1A1,96.0,16.79487,47.5117380063
C,TGFb,3,COL1A2,0.5,20.14077,2.09953607855
C,TGFb,3,COL1A2,1.0,19.97811,2.56997600153
C,TGFb,3,COL1A2,2.0,20.10772,2.6959164571
C,TGFb,3,COL1A2,3.0,20.10772,2.69765670925
C,TGFb,3,COL1A2,4.0,20.02076,2.65804393391
C,TGFb,3,COL1A2,8.0,19.54878,3.90409260417
C,TGFb,3,COL1A2,12.0,19.51429,4.61652341343
C,TGFb,3,COL1A2,24.0,18.79867,7.68373153397
C,TGFb,3,COL1A2,48.0,18.58976,8.62431466473
C,TGFb,3,COL1A2,72.0,18.13836,15.994784479
C,TGFb,3,COL1A2,96.0,18.25663,17.2491345944
C,TGFb,3,COL4A1,0.5,26.34527,0.0284696897144
C,TGFb,3,COL4A1,1.0,26.42207,0.0295191479041
C,TGFb,3,COL4A1,2.0,26.44792,0.0332748457828
C,TGFb,3,COL4A1,3.0,25.5127,0.0636686405126
C,TGFb,3,COL4A1,4.0,25.04465,0.0816997203627
C,TGFb,3,COL4A1,8.0,24.88269,0.0967950628845
C,TGFb,3,COL4A1,12.0,24.69697,0.127108005639
C,TGFb,3,COL4A1,24.0,23.76022,0.246602120898
C,TGFb,3,COL4A1,48.0,23.05039,0.391688809639
C,TGFb,3,COL4A1,72.0,22.85062,0.610164287668
C,TGFb,3,COL4A1,96.0,22.98775,0.64946877783
C,TGFb,3,COL5A1,0.5,26.26089,0.0301844762765
C,TGFb,3,COL5A1,1.0,25.77552,0.0462098714896
C,TGFb,3,COL5A1,2.0,25.73744,0.0544492425573
C,TGFb,3,COL5A1,3.0,25.48634,0.0648426458195
C,TGFb,3,COL5A1,4.0,25.49308,0.0598728165912
C,TGFb,3,COL5A1,8.0,24.90173,0.0955260005409
C,TGFb,3,COL5A1,12.0,24.95602,0.106216279287
C,TGFb,3,COL5A1,24.0,23.96439,0.214059996113
C,TGFb,3,COL5A1,48.0,23.46185,0.294495974082
C,TGFb,3,COL5A1,72.0,23.12977,0.502821989324
C,TGFb,3,COL5A1,96.0,22.64192,0.8253981313
C,TGFb,3,CTGF,0.5,24.59707,0.0956408379067
C,TGFb,3,CTGF,1.0,23.66577,0.19944942752
C,TGFb,3,CTGF,2.0,22.25832,0.607171420519
C,TGFb,3,CTGF,3.0,21.58083,0.971709359165
C,TGFb,3,CTGF,4.0,22.01173,0.668683280657
C,TGFb,3,CTGF,8.0,22.07766,0.676474413899
C,TGFb,3,CTGF,12.0,21.48898,1.17455706189
C,TGFb,3,CTGF,24.0,20.19473,2.91955221381
C,TGFb,3,CTGF,48.0,19.85961,3.57652820009
C,TGFb,3,CTGF,72.0,20.12537,4.03486288524
C,TGFb,3,CTGF,96.0,20.41941,3.85217188266
C,TGFb,3,DCN,0.5,21.02058,1.14096977935
C,TGFb,3,DCN,1.0,21.00967,1.25718319062
C,TGFb,3,DCN,2.0,21.15721,1.30250218257
C,TGFb,3,DCN,3.0,20.93525,1.52011110014
C,TGFb,3,DCN,4.0,21.25175,1.13239316829
C,TGFb,3,DCN,8.0,21.00583,1.42201558206
C,TGFb,3,DCN,12.0,21.03513,1.60877972336
C,TGFb,3,DCN,24.0,20.63869,2.14620385092
C,TGFb,3,DCN,48.0,21.12056,1.49237470952
C,TGFb,3,DCN,72.0,21.82519,1.24202967896
C,TGFb,3,DCN,96.0,22.26034,1.07530213241
C,TGFb,3,EGR2,0.5,32.42069,0.000422181382402
C,TGFb,3,EGR2,1.0,30.31021,0.00199368733364
C,TGFb,3,EGR2,2.0,28.05307,0.0109374921369
C,TGFb,3,EGR2,3.0,27.50728,0.0159770711021
C,TGFb,3,EGR2,4.0,29.51401,0.00368815486431
C,TGFb,3,EGR2,8.0,28.66454,0.0070372489871
C,TGFb,3,EGR2,12.0,27.84575,0.0143316328833
C,TGFb,3,EGR2,24.0,26.50958,0.0366738900436
C,TGFb,3,EGR2,48.0,25.33695,0.0802819693287
C,TGFb,3,EGR2,72.0,25.15147,0.123828872822
C,TGFb,3,EGR2,96.0,25.1864,0.141481181504
C,TGFb,3,ELN,0.5,33.03247,0.00027627077557
C,TGFb,3,ELN,1.0,29.81539,0.00280939439842
C,TGFb,3,ELN,2.0,26.62336,0.0294647899152
C,TGFb,3,ELN,3.0,25.65746,0.057590185114
C,TGFb,3,ELN,4.0,25.64253,0.0539809789483
C,TGFb,3,ELN,8.0,24.54192,0.122584397806
C,TGFb,3,ELN,12.0,23.92278,0.217383870425
C,TGFb,3,ELN,24.0,22.08749,0.7862102691
C,TGFb,3,ELN,48.0,21.09965,1.51416226191
C,TGFb,3,ELN,72.0,20.63682,2.83052496455
C,TGFb,3,ELN,96.0,20.53912,3.5454336
C,TGFb,3,ENG,0.5,24.63277,0.0933032134381
C,TGFb,3,ENG,1.0,24.65448,0.100508184216
C,TGFb,3,ENG,2.0,24.81462,0.103225820423
C,TGFb,3,ENG,3.0,24.61028,0.119009345114
C,TGFb,3,ENG,4.0,23.9868,0.17008466187
C,TGFb,3,ENG,8.0,24.25229,0.149838189076
C,TGFb,3,ENG,12.0,24.38032,0.158304788802
C,TGFb,3,ENG,24.0,24.47786,0.149956619449
C,TGFb,3,ENG,48.0,25.72539,0.0613318303552
C,TGFb,3,ENG,72.0,25.70352,0.0844575172527
C,TGFb,3,ENG,96.0,25.9768,0.0818021219366
C,TGFb,3,ETS1,0.5,26.79873,0.0207911098035
C,TGFb,3,ETS1,1.0,26.25364,0.0331746461468
C,TGFb,3,ETS1,2.0,25.44537,0.0666674238466
C,TGFb,3,ETS1,3.0,25.90398,0.0485443354275
C,TGFb,3,ETS1,4.0,26.59703,0.0278552862254
C,TGFb,3,ETS1,8.0,26.42832,0.0331567698019
C,TGFb,3,ETS1,12.0,26.44558,0.0378258628763
C,TGFb,3,ETS1,24.0,26.68509,0.0324730591797
C,TGFb,3,ETS1,48.0,26.35921,0.0395263847622
C,TGFb,3,ETS1,72.0,26.30289,0.0557455188602
C,TGFb,3,ETS1,96.0,26.79359,0.0464393656979
C,TGFb,3,FBLN1,0.5,20.37055,1.79041072027
C,TGFb,3,FBLN1,1.0,20.34415,1.99406838625
C,TGFb,3,FBLN1,2.0,20.53059,2.01098983606
C,TGFb,3,FBLN1,3.0,20.37689,2.23850690673
C,TGFb,3,FBLN1,4.0,20.51966,1.88095449989
C,TGFb,3,FBLN1,8.0,20.32143,2.28522667226
C,TGFb,3,FBLN1,12.0,20.38707,2.52105362085
C,TGFb,3,FBLN1,24.0,20.10966,3.09688350156
C,TGFb,3,FBLN1,48.0,20.43726,2.39646823436
C,TGFb,3,FBLN1,72.0,20.21058,3.80345265844
C,TGFb,3,FBLN1,96.0,20.55415,3.50868900023
C,TGFb,3,FBN1,0.5,22.90973,0.308023126824
C,TGFb,3,FBN1,1.0,22.79991,0.363481763241
C,TGFb,3,FBN1,2.0,22.96437,0.372193764316
C,TGFb,3,FBN1,3.0,22.69938,0.447527043248
C,TGFb,3,FBN1,4.0,22.92231,0.35572023541
C,TGFb,3,FBN1,8.0,22.46909,0.51572621043
C,TGFb,3,FBN1,12.0,22.28587,0.676061690617
C,TGFb,3,FBN1,24.0,21.65621,1.06014905021
C,TGFb,3,FBN1,48.0,21.21287,1.39987675388
C,TGFb,3,FBN1,72.0,20.71605,2.679269394
C,TGFb,3,FBN1,96.0,20.91433,2.7335051189
C,TGFb,3,FGF2,0.5,26.75393,0.0214468648904
C,TGFb,3,FGF2,1.0,26.63618,0.025447802448
C,TGFb,3,FGF2,2.0,26.16233,0.0405589971119
C,TGFb,3,FGF2,3.0,25.80416,0.0520220394553
C,TGFb,3,FGF2,4.0,25.62979,0.0544597794728
C,TGFb,3,FGF2,8.0,25.99564,0.0447529710689
C,TGFb,3,FGF2,12.0,25.65476,0.0654409183114
C,TGFb,3,FGF2,24.0,24.72062,0.12673238254
C,TGFb,3,FGF2,48.0,24.62919,0.131121831557
C,TGFb,3,FGF2,72.0,24.21155,0.237556016002
C,TGFb,3,FGF2,96.0,24.10811,0.298742019123
C,TGFb,3,FN1,0.5,17.73372,11.1357018122
C,TGFb,3,FN1,1.0,17.71249,12.35801297
C,TGFb,3,FN1,2.0,17.91179,12.3522828612
C,TGFb,3,FN1,3.0,17.61051,15.2307678333
C,TGFb,3,FN1,4.0,17.88942,11.6455344894
C,TGFb,3,FN1,8.0,17.86449,12.5470584713
C,TGFb,3,FN1,12.0,17.9761,13.407764448
C,TGFb,3,FN1,24.0,17.66677,16.8386796415
C,TGFb,3,FN1,48.0,17.30897,20.9546688426
C,TGFb,3,FN1,72.0,17.12036,32.3911918334
C,TGFb,3,FN1,96.0,17.00067,41.1954208876
C,TGFb,3,FOSB,0.5,29.02855,0.00443235938971
C,TGFb,3,FOSB,1.0,27.88895,0.0106789594398
C,TGFb,3,FOSB,2.0,29.06726,0.00541522046681
C,TGFb,3,FOSB,3.0,30.04148,0.00275820761341
C,TGFb,3,FOSB,4.0,33.12419,0.000302020678501
C,TGFb,3,GADD45B,0.5,26.89258,0.0194816621228
C,TGFb,3,GADD45B,1.0,23.99618,0.158624210381
C,TGFb,3,GADD45B,2.0,22.84433,0.404487153907
C,TGFb,3,GADD45B,3.0,24.63377,0.117087321394
C,TGFb,3,GADD45B,4.0,26.16713,0.0375249757728
C,TGFb,3,GADD45B,8.0,24.44709,0.13091272785
C,TGFb,3,GADD45B,12.0,24.22168,0.176705249351
C,TGFb,3,GADD45B,24.0,23.33941,0.330121066811
C,TGFb,3,GADD45B,48.0,23.24788,0.341578675588
C,TGFb,3,GADD45B,72.0,22.88459,0.59596505645
C,TGFb,3,GADD45B,96.0,22.9326,0.674776706445
C,TGFb,3,GUSB,0.5,26.87376,0.0197374658445
C,TGFb,3,GUSB,1.0,26.50964,0.0277806639041
C,TGFb,3,GUSB,2.0,26.69545,0.0280286445822
C,TGFb,3,GUSB,3.0,26.7355,0.0272788525278
C,TGFb,3,GUSB,4.0,26.32197,0.0337061334558
C,TGFb,3,GUSB,8.0,27.14574,0.0201654201307
C,TGFb,3,GUSB,12.0,26.47811,0.0369825061455
C,TGFb,3,GUSB,24.0,26.9523,0.0269826735362
C,TGFb,3,GUSB,48.0,26.95119,0.0262230592999
C,TGFb,3,GUSB,72.0,27.68694,0.0213584334846
C,TGFb,3,GUSB,96.0,28.39854,0.0152668060263
C,TGFb,3,HAS2,0.5,27.4722,0.01303595945
C,TGFb,3,HAS2,1.0,27.9239,0.0104233648254
C,TGFb,3,HAS2,2.0,28.24856,0.00955145205368
C,TGFb,3,HAS2,3.0,26.81193,0.0258713073506
C,TGFb,3,HAS2,4.0,26.53142,0.0291513185627
C,TGFb,3,HAS2,8.0,27.04076,0.0216874955771
C,TGFb,3,HAS2,12.0,27.31623,0.0206869792163
C,TGFb,3,HAS2,24.0,27.18714,0.0229293157419
C,TGFb,3,HAS2,48.0,28.3255,0.0101152081415
C,TGFb,3,HAS2,72.0,28.18057,0.0151695242242
C,TGFb,3,HAS2,96.0,29.26197,0.00839131179663
C,TGFb,3,ID1,0.5,26.35485,0.0282812672984
C,TGFb,3,ID1,1.0,24.03219,0.154713917527
C,TGFb,3,ID1,2.0,23.18246,0.319976041243
C,TGFb,3,ID1,3.0,24.42838,0.135001446411
C,TGFb,3,ID1,4.0,25.51355,0.0590292961842
C,TGFb,3,ID1,8.0,26.14531,0.0403428627925
C,TGFb,3,ID1,12.0,26.13551,0.0468952887829
C,TGFb,3,ID1,24.0,25.50467,0.0735978337183
C,TGFb,3,ID1,48.0,26.30698,0.0409835798417
C,TGFb,3,ID1,72.0,25.82696,0.0775316752347
C,TGFb,3,ID1,96.0,26.49636,0.0570638966977
C,TGFb,3,IL6,0.5,28.68343,0.00563023392402
C,TGFb,3,IL6,1.0,27.93254,0.0103611280129
C,TGFb,3,IL6,2.0,28.45695,0.00826680625035
C,TGFb,3,IL6,3.0,27.94343,0.0118087229983
C,TGFb,3,IL6,4.0,29.79813,0.00302886911136
C,TGFb,3,IL6,8.0,29.51012,0.00391613787428
C,TGFb,3,IL6,12.0,27.46336,0.0186812759158
C,TGFb,3,IL6,24.0,28.97266,0.00665113888839
C,TGFb,3,IL6,48.0,27.80314,0.0145285024929
C,TGFb,3,IL6,72.0,28.27379,0.0142203388009
C,TGFb,3,IL6,96.0,28.42176,0.0150230554824
C,TGFb,3,ITGA1,0.5,28.96224,0.00464083647807
C,TGFb,3,ITGA1,1.0,28.86625,0.00542415788333
C,TGFb,3,ITGA1,2.0,29.40374,0.00428869902941
C,TGFb,3,ITGA1,3.0,27.8538,0.0125656296016
C,TGFb,3,ITGA1,4.0,27.03603,0.0205473329015
C,TGFb,3,ITGA1,8.0,26.35352,0.0349212079445
C,TGFb,3,ITGA1,12.0,25.88612,0.0557446361624
C,TGFb,3,ITGA1,24.0,25.22725,0.0892024479823
C,TGFb,3,ITGA1,48.0,24.48913,0.144489826034
C,TGFb,3,ITGA1,72.0,23.88692,0.297501665039
C,TGFb,3,ITGA1,96.0,24.31651,0.258560191566
C,TGFb,3,ITGA2,0.5,26.90262,0.0193465560449
C,TGFb,3,ITGA2,1.0,26.3834,0.0303210786525
C,TGFb,3,ITGA2,2.0,26.72753,0.0274122733748
C,TGFb,3,ITGA2,3.0,26.80446,0.0260056114505
C,TGFb,3,ITGA2,4.0,26.49582,0.0298796063291
C,TGFb,3,ITGA2,8.0,26.62048,0.0290219299917
